kW,V,t1,t2,t3,t4,t5,t6
4.68,390.0,78.0,76.0,73.0,77.0,76.0,75.0
4.68,390.0,78.0,76.0,73.0,77.0,76.0,75.0
4.668,389.0,78.0,76.0,73.0,77.0,76.0,75.0
4.68,390.0,78.0,76.0,73.0,77.0,76.0,75.0
5.057,389.0,78.0,76.0,73.0,78.0,76.0,75.0
5.057,389.0,78.0,76.0,73.0,78.0,76.0,75.0
5.057,389.0,78.0,76.0,73.0,78.0,76.0,75.0
5.432,388.0,78.0,76.0,73.0,78.0,76.0,75.0
5.432,388.0,78.0,76.0,73.0,78.0,76.0,75.0
5.432,388.0,78.0,76.0,73.0,78.0,76.0,75.0
5.432,388.0,78.0,76.0,73.0,78.0,76.0,75.0
5.82,388.0,78.0,76.0,73.0,78.0,76.0,75.0
5.805,387.0,78.0,76.0,73.0,78.0,76.0,75.0
6.192,387.0,78.0,76.0,73.0,78.0,76.0,75.0
6.176,386.0,78.0,76.0,73.0,78.0,76.0,75.0
6.176,386.0,78.0,76.0,73.0,78.0,76.0,75.0
6.562,386.0,78.0,76.0,73.0,78.0,76.0,75.0
6.579,387.0,78.0,76.0,73.0,78.0,76.0,75.0
6.545,385.0,78.0,76.0,73.0,78.0,76.0,75.0
6.948,386.0,78.0,76.0,73.0,78.0,76.0,75.0
6.948,386.0,78.0,76.0,73.0,78.0,76.0,75.0
6.93,385.0,77.0,76.0,73.0,78.0,76.0,75.0
7.296,384.0,77.0,76.0,73.0,78.0,76.0,75.0
7.315,385.0,77.0,76.0,73.0,78.0,76.0,75.0
7.315,385.0,77.0,76.0,73.0,78.0,76.0,75.0
7.296,384.0,77.0,76.0,73.0,78.0,76.0,75.0
7.315,385.0,77.0,76.0,73.0,78.0,76.0,75.0
7.66,383.0,77.0,76.0,73.0,78.0,76.0,75.0
7.68,384.0,77.0,76.0,73.0,78.0,76.0,75.0
8.064,384.0,77.0,76.0,73.0,78.0,76.0,75.0
8.043,383.0,77.0,76.0,73.0,78.0,76.0,75.0
8.064,384.0,77.0,76.0,73.0,78.0,76.0,75.0
3.128,391.0,77.0,76.0,73.0,78.0,76.0,75.0
-1.604,401.0,77.0,76.0,73.0,78.0,76.0,75.0
-0.798,399.0,77.0,76.0,73.0,77.0,76.0,75.0
0.0,398.0,77.0,76.0,73.0,77.0,76.0,75.0
0.0,397.0,77.0,76.0,73.0,77.0,76.0,75.0
0.0,398.0,77.0,76.0,73.0,77.0,76.0,75.0
0.0,398.0,77.0,76.0,73.0,77.0,76.0,75.0
0.0,398.0,77.0,76.0,73.0,77.0,76.0,75.0
0.0,398.0,77.0,76.0,73.0,77.0,76.0,75.0
0.0,398.0,77.0,76.0,73.0,77.0,76.0,75.0
0.0,398.0,77.0,76.0,73.0,77.0,76.0,75.0
0.0,398.0,77.0,76.0,73.0,77.0,76.0,75.0
0.0,398.0,77.0,76.0,73.0,77.0,76.0,75.0
0.794,397.0,77.0,76.0,73.0,77.0,76.0,75.0
1.975,395.0,77.0,76.0,73.0,77.0,76.0,75.0
1.58,395.0,77.0,76.0,73.0,77.0,76.0,75.0
2.364,394.0,77.0,76.0,73.0,77.0,76.0,75.0
-0.399,399.0,77.0,76.0,73.0,77.0,76.0,75.0
6.596,388.0,77.0,76.0,73.0,77.0,76.0,75.0
5.446,389.0,78.0,76.0,73.0,77.0,76.0,75.0
0.0,398.0,78.0,76.0,73.0,77.0,76.0,75.0
4.29,390.0,78.0,76.0,73.0,77.0,76.0,75.0
4.29,390.0,78.0,76.0,73.0,77.0,76.0,75.0
4.29,390.0,78.0,76.0,73.0,77.0,76.0,75.0
3.9,390.0,78.0,76.0,73.0,77.0,76.0,75.0
3.9,390.0,78.0,76.0,73.0,77.0,76.0,75.0
3.9,390.0,78.0,76.0,73.0,77.0,76.0,75.0
3.9,390.0,78.0,76.0,73.0,77.0,76.0,75.0
3.9,390.0,78.0,76.0,73.0,77.0,76.0,75.0
3.9,390.0,78.0,76.0,73.0,77.0,76.0,75.0
4.279,389.0,78.0,76.0,73.0,77.0,76.0,75.0
4.279,389.0,78.0,76.0,73.0,77.0,76.0,75.0
4.668,389.0,78.0,76.0,73.0,77.0,76.0,75.0
4.656,388.0,78.0,76.0,73.0,77.0,76.0,75.0
4.668,389.0,78.0,76.0,73.0,77.0,76.0,75.0
5.044,388.0,78.0,76.0,73.0,77.0,76.0,75.0
5.044,388.0,78.0,76.0,73.0,77.0,76.0,75.0
5.031,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
2.352,392.0,78.0,76.0,73.0,77.0,76.0,75.0
5.805,387.0,78.0,76.0,73.0,77.0,76.0,75.0
6.562,386.0,78.0,76.0,73.0,77.0,76.0,75.0
6.176,386.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.418,387.0,78.0,76.0,73.0,77.0,76.0,75.0
5.404,386.0,78.0,76.0,73.0,77.0,76.0,75.0
5.79,386.0,78.0,76.0,73.0,77.0,76.0,75.0
5.79,386.0,78.0,76.0,73.0,77.0,76.0,75.0
6.16,385.0,78.0,76.0,73.0,77.0,76.0,75.0
0.0,397.0,78.0,76.0,73.0,77.0,76.0,75.0
8.064,384.0,78.0,76.0,73.0,77.0,76.0,75.0
6.912,384.0,78.0,76.0,73.0,77.0,76.0,75.0
6.176,386.0,78.0,76.0,73.0,77.0,76.0,75.0
6.144,384.0,78.0,76.0,73.0,77.0,76.0,75.0
6.545,385.0,78.0,76.0,73.0,77.0,76.0,75.0
6.912,384.0,78.0,76.0,73.0,77.0,76.0,75.0
6.545,385.0,78.0,76.0,73.0,77.0,76.0,75.0
6.545,385.0,78.0,76.0,73.0,77.0,76.0,75.0
6.912,384.0,78.0,76.0,73.0,77.0,76.0,75.0
6.912,384.0,78.0,76.0,73.0,77.0,76.0,75.0
6.912,384.0,78.0,76.0,73.0,77.0,76.0,75.0
7.277,383.0,78.0,76.0,73.0,77.0,76.0,75.0
7.296,384.0,78.0,76.0,73.0,77.0,76.0,75.0
7.277,383.0,78.0,76.0,73.0,77.0,76.0,75.0
7.64,382.0,78.0,76.0,73.0,77.0,76.0,75.0
7.64,382.0,78.0,76.0,73.0,77.0,76.0,75.0
7.66,383.0,78.0,76.0,73.0,77.0,76.0,75.0
8.022,382.0,78.0,76.0,73.0,77.0,76.0,75.0
8.022,382.0,78.0,76.0,73.0,77.0,76.0,75.0
8.043,383.0,78.0,76.0,73.0,77.0,76.0,75.0
8.36,380.0,78.0,76.0,73.0,77.0,76.0,75.0
8.404,382.0,78.0,76.0,73.0,77.0,76.0,75.0
8.404,382.0,78.0,76.0,73.0,77.0,76.0,75.0
8.382,381.0,78.0,76.0,73.0,77.0,76.0,75.0
8.382,381.0,78.0,76.0,73.0,77.0,76.0,75.0
8.382,381.0,78.0,76.0,73.0,77.0,76.0,75.0
8.74,380.0,78.0,76.0,73.0,77.0,76.0,75.0
8.763,381.0,78.0,76.0,73.0,77.0,76.0,75.0
8.763,381.0,78.0,76.0,73.0,77.0,76.0,75.0
9.12,380.0,78.0,76.0,73.0,77.0,76.0,75.0
8.763,381.0,78.0,76.0,73.0,77.0,76.0,75.0
9.12,380.0,78.0,76.0,73.0,77.0,76.0,75.0
9.12,380.0,78.0,76.0,73.0,77.0,76.0,75.0
9.12,380.0,78.0,76.0,73.0,77.0,76.0,75.0
9.475,379.0,78.0,76.0,73.0,77.0,76.0,75.0
9.475,379.0,78.0,76.0,73.0,77.0,76.0,75.0
9.475,379.0,78.0,76.0,73.0,77.0,76.0,75.0
9.828,378.0,78.0,76.0,73.0,77.0,76.0,75.0
9.854,379.0,78.0,76.0,73.0,77.0,76.0,75.0
9.828,378.0,78.0,76.0,73.0,77.0,76.0,75.0
10.206,378.0,78.0,76.0,73.0,77.0,76.0,75.0
10.206,378.0,78.0,76.0,73.0,77.0,76.0,75.0
10.206,378.0,78.0,76.0,73.0,77.0,76.0,75.0
10.584,378.0,78.0,76.0,73.0,77.0,76.0,75.0
10.556,377.0,78.0,76.0,73.0,77.0,76.0,75.0
10.556,377.0,78.0,76.0,73.0,77.0,76.0,75.0
10.556,377.0,78.0,76.0,73.0,77.0,76.0,75.0
10.556,377.0,78.0,76.0,73.0,77.0,76.0,75.0
10.904,376.0,78.0,76.0,73.0,77.0,76.0,75.0
10.933,377.0,78.0,76.0,73.0,77.0,76.0,75.0
10.904,376.0,78.0,76.0,73.0,77.0,76.0,75.0
11.28,376.0,78.0,76.0,73.0,77.0,76.0,75.0
8.74,380.0,78.0,76.0,73.0,77.0,76.0,75.0
9.475,379.0,78.0,76.0,73.0,77.0,76.0,75.0
2.34,390.0,78.0,76.0,73.0,77.0,76.0,75.0
-1.188,396.0,78.0,76.0,73.0,77.0,76.0,75.0
-1.191,397.0,78.0,76.0,73.0,77.0,76.0,75.0
0.0,395.0,78.0,76.0,73.0,77.0,76.0,75.0
0.0,395.0,78.0,76.0,73.0,77.0,76.0,75.0
0.0,395.0,78.0,76.0,73.0,77.0,76.0,75.0
2.352,392.0,78.0,76.0,73.0,77.0,76.0,75.0
2.737,391.0,78.0,76.0,73.0,77.0,76.0,75.0
1.96,392.0,78.0,76.0,73.0,77.0,76.0,75.0
1.572,393.0,78.0,76.0,73.0,77.0,76.0,75.0
0.788,394.0,78.0,76.0,73.0,80.0,76.0,75.0
0.788,394.0,78.0,76.0,73.0,80.0,76.0,75.0
0.788,394.0,78.0,76.0,73.0,80.0,76.0,75.0
1.96,392.0,78.0,76.0,73.0,80.0,76.0,75.0
3.51,390.0,78.0,76.0,73.0,80.0,76.0,75.0
6.16,385.0,78.0,76.0,73.0,80.0,76.0,75.0
5.775,385.0,78.0,76.0,73.0,80.0,76.0,75.0
4.632,386.0,78.0,76.0,73.0,80.0,76.0,75.0
4.632,386.0,78.0,76.0,73.0,80.0,76.0,75.0
5.031,387.0,78.0,76.0,73.0,80.0,76.0,75.0
5.018,386.0,78.0,76.0,73.0,80.0,76.0,75.0
5.775,385.0,78.0,76.0,73.0,80.0,76.0,75.0
7.277,383.0,78.0,76.0,73.0,80.0,76.0,75.0
6.894,383.0,78.0,76.0,73.0,80.0,76.0,75.0
6.511,383.0,78.0,76.0,73.0,80.0,76.0,75.0
6.511,383.0,78.0,76.0,73.0,80.0,76.0,75.0
6.876,382.0,78.0,76.0,73.0,80.0,76.0,75.0
6.511,383.0,80.0,76.0,73.0,80.0,76.0,75.0
6.511,383.0,80.0,76.0,73.0,80.0,76.0,75.0
6.894,383.0,80.0,76.0,73.0,80.0,76.0,75.0
6.876,382.0,80.0,76.0,73.0,80.0,76.0,75.0
6.494,382.0,80.0,76.0,73.0,80.0,76.0,75.0
6.511,383.0,80.0,76.0,73.0,80.0,76.0,75.0
6.128,383.0,80.0,76.0,73.0,80.0,76.0,75.0
6.128,383.0,80.0,76.0,73.0,80.0,76.0,75.0
6.144,384.0,80.0,76.0,73.0,80.0,76.0,75.0
5.76,384.0,80.0,76.0,73.0,80.0,76.0,75.0
4.257,387.0,80.0,76.0,73.0,80.0,76.0,75.0
4.246,386.0,80.0,76.0,73.0,80.0,76.0,75.0
2.34,390.0,80.0,76.0,73.0,80.0,76.0,75.0
2.723,389.0,80.0,76.0,73.0,77.0,76.0,75.0
0.784,392.0,80.0,76.0,73.0,77.0,76.0,75.0
-0.792,396.0,80.0,76.0,73.0,77.0,76.0,75.0
-0.396,396.0,80.0,76.0,73.0,77.0,76.0,75.0
0.0,395.0,80.0,76.0,73.0,77.0,76.0,75.0
0.0,395.0,80.0,76.0,73.0,77.0,76.0,75.0
1.179,393.0,80.0,76.0,73.0,77.0,76.0,75.0
1.179,393.0,80.0,76.0,73.0,77.0,76.0,75.0
7.66,383.0,80.0,76.0,73.0,77.0,76.0,75.0
5.39,385.0,80.0,76.0,73.0,77.0,76.0,75.0
5.39,385.0,80.0,76.0,73.0,77.0,76.0,75.0
5.39,385.0,80.0,76.0,73.0,77.0,76.0,75.0
5.39,385.0,80.0,76.0,73.0,77.0,76.0,75.0
5.39,385.0,80.0,76.0,73.0,77.0,76.0,75.0
5.39,385.0,80.0,76.0,73.0,77.0,76.0,75.0
5.76,384.0,80.0,76.0,73.0,77.0,76.0,75.0
5.76,384.0,80.0,76.0,73.0,77.0,76.0,75.0
6.128,383.0,80.0,76.0,73.0,77.0,76.0,75.0
5.76,384.0,80.0,76.0,73.0,77.0,76.0,75.0
6.128,383.0,80.0,76.0,73.0,77.0,76.0,75.0
6.511,383.0,80.0,76.0,73.0,77.0,76.0,75.0
6.144,384.0,80.0,76.0,73.0,77.0,76.0,75.0
6.144,384.0,80.0,76.0,73.0,77.0,76.0,75.0
6.876,382.0,80.0,76.0,73.0,77.0,76.0,75.0
6.894,383.0,80.0,76.0,73.0,77.0,76.0,75.0
6.876,382.0,80.0,76.0,73.0,77.0,76.0,75.0
7.258,382.0,80.0,76.0,73.0,77.0,76.0,75.0
6.858,381.0,80.0,76.0,73.0,77.0,76.0,75.0
7.258,382.0,80.0,76.0,73.0,77.0,76.0,75.0
7.62,381.0,80.0,76.0,73.0,77.0,76.0,75.0
7.62,381.0,80.0,76.0,73.0,77.0,76.0,75.0
7.258,382.0,80.0,76.0,73.0,77.0,76.0,75.0
7.62,381.0,80.0,76.0,73.0,77.0,76.0,75.0
7.64,382.0,80.0,76.0,73.0,77.0,76.0,75.0
7.62,381.0,80.0,76.0,73.0,77.0,76.0,75.0
7.62,381.0,80.0,76.0,73.0,77.0,76.0,75.0
7.98,380.0,80.0,76.0,73.0,77.0,76.0,75.0
7.98,380.0,80.0,76.0,73.0,77.0,76.0,75.0
8.36,380.0,80.0,76.0,73.0,77.0,76.0,75.0
8.338,379.0,80.0,76.0,73.0,77.0,76.0,75.0
8.338,379.0,80.0,76.0,73.0,77.0,76.0,75.0
8.36,380.0,80.0,76.0,73.0,77.0,76.0,75.0
8.694,378.0,80.0,76.0,73.0,77.0,76.0,75.0
8.717,379.0,80.0,76.0,73.0,77.0,76.0,75.0
8.694,378.0,80.0,76.0,73.0,77.0,76.0,75.0
8.717,379.0,80.0,76.0,73.0,77.0,76.0,75.0
9.072,378.0,80.0,76.0,73.0,77.0,76.0,75.0
9.096,379.0,82.0,77.0,73.0,77.0,76.0,75.0
1.56,390.0,82.0,77.0,73.0,77.0,76.0,75.0
5.005,385.0,82.0,77.0,73.0,77.0,76.0,75.0
-0.79,395.0,82.0,77.0,73.0,77.0,76.0,75.0
6.876,382.0,82.0,77.0,73.0,77.0,76.0,75.0
12.342,374.0,82.0,77.0,73.0,77.0,76.0,75.0
10.528,376.0,82.0,77.0,73.0,77.0,76.0,75.0
9.072,378.0,82.0,77.0,73.0,77.0,76.0,75.0
9.425,377.0,82.0,77.0,73.0,77.0,76.0,75.0
9.072,378.0,82.0,77.0,73.0,77.0,76.0,75.0
9.802,377.0,82.0,77.0,73.0,77.0,76.0,75.0
9.425,377.0,82.0,77.0,73.0,77.0,76.0,75.0
9.425,377.0,82.0,77.0,73.0,77.0,76.0,75.0
9.45,378.0,82.0,77.0,73.0,78.0,76.0,73.0
9.425,377.0,82.0,77.0,73.0,78.0,76.0,73.0
9.425,377.0,82.0,77.0,73.0,78.0,76.0,73.0
9.802,377.0,82.0,77.0,73.0,78.0,76.0,73.0
9.776,376.0,82.0,77.0,73.0,78.0,76.0,73.0
10.152,376.0,82.0,77.0,73.0,78.0,76.0,73.0
10.152,376.0,82.0,77.0,73.0,78.0,76.0,73.0
10.152,376.0,82.0,77.0,73.0,78.0,76.0,73.0
10.5,375.0,82.0,77.0,73.0,78.0,76.0,73.0
10.152,376.0,82.0,77.0,73.0,78.0,76.0,73.0
10.5,375.0,82.0,77.0,73.0,78.0,76.0,73.0
10.5,375.0,82.0,77.0,73.0,78.0,76.0,73.0
10.5,375.0,82.0,77.0,73.0,78.0,76.0,73.0
10.846,374.0,82.0,77.0,73.0,78.0,76.0,73.0
10.875,375.0,82.0,77.0,73.0,78.0,76.0,73.0
10.875,375.0,82.0,77.0,73.0,78.0,76.0,73.0
11.22,374.0,82.0,77.0,73.0,78.0,76.0,73.0
10.875,375.0,80.0,76.0,71.0,78.0,76.0,73.0
9.776,376.0,80.0,76.0,71.0,78.0,76.0,73.0
8.671,377.0,80.0,76.0,71.0,78.0,76.0,73.0
7.6,380.0,80.0,76.0,71.0,78.0,76.0,73.0
7.938,378.0,80.0,76.0,71.0,78.0,76.0,73.0
8.338,379.0,80.0,76.0,71.0,78.0,76.0,73.0
7.22,380.0,80.0,76.0,71.0,78.0,76.0,73.0
-1.188,396.0,80.0,76.0,71.0,78.0,76.0,73.0
-1.182,394.0,80.0,76.0,71.0,78.0,76.0,73.0
9.096,379.0,80.0,76.0,71.0,78.0,76.0,73.0
1.17,390.0,80.0,76.0,71.0,78.0,76.0,73.0
3.483,387.0,80.0,76.0,71.0,78.0,76.0,73.0
6.112,382.0,80.0,76.0,71.0,78.0,76.0,73.0
5.376,384.0,80.0,76.0,71.0,78.0,76.0,75.0
2.328,388.0,80.0,76.0,71.0,78.0,76.0,75.0
1.945,389.0,80.0,76.0,71.0,78.0,76.0,75.0
2.328,388.0,80.0,76.0,71.0,78.0,76.0,75.0
2.328,388.0,80.0,76.0,71.0,78.0,76.0,75.0
2.328,388.0,80.0,76.0,71.0,78.0,76.0,75.0
3.104,388.0,80.0,76.0,71.0,78.0,76.0,75.0
2.334,389.0,80.0,76.0,71.0,78.0,76.0,75.0
0.0,393.0,80.0,76.0,71.0,78.0,76.0,75.0
0.0,393.0,80.0,76.0,71.0,78.0,76.0,75.0
0.0,394.0,80.0,76.0,71.0,78.0,76.0,75.0
0.0,394.0,80.0,76.0,71.0,78.0,76.0,75.0
0.784,392.0,80.0,76.0,71.0,78.0,76.0,75.0
1.564,391.0,80.0,76.0,71.0,78.0,76.0,75.0
0.0,394.0,80.0,76.0,71.0,78.0,76.0,75.0
-0.394,394.0,80.0,76.0,71.0,78.0,76.0,75.0
-0.394,394.0,80.0,76.0,71.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
8.404,382.0,80.0,77.0,73.0,78.0,76.0,75.0
7.258,382.0,80.0,77.0,73.0,78.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
5.376,384.0,80.0,77.0,73.0,78.0,76.0,75.0
5.362,383.0,80.0,77.0,73.0,78.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
5.76,384.0,80.0,77.0,73.0,78.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
6.112,382.0,80.0,77.0,73.0,78.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,395.0,80.0,77.0,73.0,78.0,76.0,75.0
0.392,392.0,80.0,77.0,73.0,78.0,76.0,75.0
9.096,379.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,393.0,80.0,77.0,73.0,78.0,76.0,75.0
6.894,383.0,80.0,77.0,73.0,78.0,76.0,75.0
7.258,382.0,80.0,77.0,73.0,78.0,76.0,75.0
7.239,381.0,80.0,77.0,73.0,78.0,76.0,75.0
6.494,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.494,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.494,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.84,380.0,80.0,77.0,73.0,78.0,76.0,75.0
6.858,381.0,80.0,77.0,73.0,78.0,76.0,75.0
7.22,380.0,80.0,77.0,73.0,78.0,76.0,75.0
7.239,381.0,80.0,77.0,73.0,78.0,76.0,75.0
7.22,380.0,80.0,77.0,73.0,78.0,76.0,75.0
4.235,385.0,80.0,77.0,73.0,78.0,76.0,75.0
-1.188,396.0,80.0,77.0,73.0,78.0,76.0,75.0
-1.185,395.0,80.0,77.0,73.0,78.0,76.0,75.0
-0.394,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.393,393.0,80.0,77.0,73.0,78.0,76.0,75.0
2.73,390.0,80.0,77.0,73.0,78.0,76.0,75.0
2.34,390.0,80.0,77.0,73.0,78.0,76.0,75.0
3.492,388.0,80.0,77.0,73.0,78.0,76.0,75.0
3.104,388.0,80.0,77.0,73.0,78.0,76.0,75.0
4.257,387.0,80.0,77.0,73.0,78.0,76.0,75.0
5.376,384.0,80.0,77.0,73.0,78.0,76.0,75.0
6.128,383.0,80.0,77.0,73.0,78.0,76.0,75.0
6.876,382.0,80.0,77.0,73.0,78.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
4.992,384.0,80.0,77.0,73.0,78.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
6.128,383.0,80.0,77.0,73.0,78.0,76.0,75.0
6.112,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.477,381.0,80.0,77.0,73.0,78.0,76.0,75.0
6.477,381.0,80.0,77.0,73.0,78.0,76.0,75.0
6.494,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.858,381.0,80.0,77.0,73.0,78.0,76.0,75.0
6.494,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.876,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.858,381.0,80.0,77.0,73.0,78.0,76.0,75.0
7.22,380.0,80.0,77.0,73.0,78.0,76.0,75.0
7.22,380.0,80.0,77.0,73.0,78.0,76.0,75.0
7.58,379.0,80.0,77.0,73.0,78.0,76.0,75.0
7.58,379.0,80.0,77.0,73.0,78.0,76.0,75.0
7.6,380.0,80.0,77.0,73.0,78.0,76.0,75.0
7.938,378.0,80.0,77.0,73.0,78.0,76.0,75.0
7.58,379.0,80.0,77.0,73.0,78.0,76.0,75.0
7.959,379.0,80.0,77.0,73.0,78.0,76.0,75.0
7.959,379.0,80.0,77.0,73.0,78.0,77.0,75.0
7.938,378.0,80.0,77.0,73.0,78.0,77.0,75.0
8.316,378.0,80.0,77.0,73.0,78.0,77.0,75.0
8.316,378.0,80.0,77.0,73.0,78.0,77.0,75.0
8.316,378.0,80.0,77.0,73.0,78.0,77.0,75.0
0.0,393.0,80.0,77.0,73.0,78.0,77.0,75.0
0.392,392.0,80.0,77.0,73.0,78.0,77.0,75.0
1.56,390.0,80.0,77.0,73.0,78.0,77.0,75.0
2.716,388.0,80.0,77.0,73.0,78.0,77.0,75.0
2.334,389.0,80.0,77.0,73.0,78.0,77.0,75.0
1.95,390.0,80.0,77.0,73.0,78.0,77.0,75.0
1.56,390.0,80.0,77.0,73.0,78.0,77.0,75.0
1.17,390.0,80.0,77.0,73.0,78.0,77.0,75.0
0.784,392.0,80.0,77.0,73.0,78.0,77.0,75.0
0.782,391.0,80.0,77.0,73.0,78.0,77.0,75.0
1.173,391.0,80.0,77.0,73.0,78.0,77.0,75.0
1.56,390.0,80.0,77.0,73.0,78.0,77.0,75.0
2.334,389.0,80.0,77.0,73.0,78.0,77.0,75.0
2.716,388.0,80.0,77.0,73.0,78.0,77.0,75.0
2.334,389.0,80.0,77.0,73.0,78.0,77.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,77.0,75.0
-0.395,395.0,80.0,77.0,73.0,78.0,76.0,75.0
-0.394,394.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,393.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
1.176,392.0,80.0,77.0,73.0,78.0,76.0,75.0
8.74,380.0,80.0,77.0,73.0,78.0,76.0,75.0
4.62,385.0,80.0,77.0,73.0,78.0,76.0,75.0
0.782,391.0,80.0,77.0,73.0,78.0,76.0,75.0
6.128,383.0,80.0,77.0,73.0,78.0,76.0,75.0
5.362,383.0,80.0,77.0,73.0,78.0,76.0,75.0
4.992,384.0,80.0,77.0,73.0,77.0,76.0,75.0
4.608,384.0,80.0,77.0,73.0,77.0,76.0,75.0
4.992,384.0,80.0,77.0,73.0,77.0,76.0,75.0
5.376,384.0,80.0,77.0,73.0,77.0,76.0,75.0
5.376,384.0,80.0,77.0,73.0,77.0,76.0,75.0
5.362,383.0,80.0,77.0,73.0,77.0,76.0,75.0
5.376,384.0,80.0,77.0,73.0,77.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,77.0,76.0,75.0
5.362,383.0,80.0,77.0,73.0,77.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,77.0,76.0,75.0
5.73,382.0,80.0,77.0,73.0,77.0,76.0,75.0
-0.395,395.0,80.0,77.0,73.0,77.0,76.0,75.0
-1.185,395.0,80.0,77.0,73.0,77.0,76.0,75.0
3.88,388.0,80.0,77.0,73.0,77.0,76.0,75.0
8.001,381.0,80.0,77.0,73.0,77.0,76.0,75.0
7.62,381.0,80.0,77.0,73.0,77.0,76.0,75.0
6.112,382.0,80.0,77.0,73.0,77.0,76.0,75.0
5.73,382.0,80.0,77.0,73.0,77.0,76.0,75.0
5.73,382.0,80.0,77.0,73.0,77.0,76.0,75.0
5.73,382.0,80.0,77.0,73.0,77.0,76.0,75.0
5.745,383.0,80.0,77.0,73.0,78.0,76.0,75.0
5.362,383.0,80.0,77.0,73.0,78.0,76.0,75.0
5.73,382.0,80.0,77.0,73.0,78.0,76.0,75.0
5.73,382.0,80.0,77.0,73.0,78.0,76.0,75.0
5.73,382.0,80.0,77.0,73.0,78.0,76.0,75.0
5.73,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.112,382.0,80.0,77.0,73.0,78.0,76.0,75.0
0.0,394.0,80.0,77.0,73.0,78.0,76.0,75.0
-1.188,396.0,80.0,77.0,73.0,78.0,76.0,75.0
-0.788,394.0,80.0,77.0,73.0,78.0,76.0,75.0
10.933,377.0,80.0,77.0,73.0,78.0,76.0,75.0
8.717,379.0,80.0,77.0,73.0,78.0,76.0,75.0
6.876,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.112,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.477,381.0,80.0,77.0,73.0,78.0,76.0,75.0
6.477,381.0,80.0,77.0,73.0,78.0,76.0,75.0
6.477,381.0,80.0,77.0,73.0,78.0,76.0,75.0
6.477,381.0,80.0,77.0,73.0,78.0,76.0,75.0
6.494,382.0,80.0,77.0,73.0,78.0,76.0,75.0
6.858,381.0,80.0,77.0,73.0,78.0,76.0,75.0
7.22,380.0,80.0,77.0,73.0,78.0,76.0,75.0
