kW,V,t1,t2,t3,t4,t5,t6
0.0,406.0,73.0,70.0,68.0,71.0,70.0,69.0
0.0,406.0,73.0,70.0,68.0,71.0,70.0,69.0
0.0,406.0,73.0,70.0,68.0,71.0,70.0,69.0
0.0,406.0,73.0,70.0,68.0,71.0,70.0,69.0
0.0,406.0,73.0,70.0,68.0,71.0,70.0,69.0
0.0,406.0,73.0,70.0,68.0,71.0,70.0,69.0
0.0,406.0,73.0,70.0,68.0,71.0,70.0,69.0
0.0,406.0,73.0,70.0,68.0,71.0,70.0,69.0
0.406,406.0,73.0,70.0,68.0,71.0,70.0,69.0
0.406,406.0,73.0,71.0,68.0,71.0,70.0,69.0
0.406,406.0,73.0,71.0,68.0,71.0,70.0,69.0
0.406,406.0,73.0,71.0,68.0,71.0,70.0,69.0
0.406,406.0,73.0,71.0,68.0,71.0,70.0,69.0
0.81,405.0,73.0,71.0,68.0,71.0,70.0,69.0
0.808,404.0,73.0,71.0,68.0,71.0,70.0,69.0
0.808,404.0,73.0,71.0,68.0,71.0,70.0,69.0
0.81,405.0,73.0,71.0,68.0,71.0,70.0,69.0
0.81,405.0,73.0,71.0,68.0,71.0,70.0,69.0
0.808,404.0,73.0,71.0,68.0,71.0,70.0,69.0
0.808,404.0,73.0,71.0,68.0,71.0,70.0,69.0
0.808,404.0,73.0,71.0,68.0,71.0,70.0,69.0
0.81,405.0,73.0,71.0,68.0,71.0,70.0,69.0
0.81,405.0,73.0,71.0,68.0,73.0,70.0,69.0
0.808,404.0,73.0,71.0,68.0,73.0,70.0,69.0
0.81,405.0,73.0,71.0,68.0,73.0,70.0,69.0
0.808,404.0,73.0,71.0,68.0,73.0,70.0,69.0
0.808,404.0,73.0,71.0,68.0,73.0,70.0,69.0
0.81,405.0,73.0,71.0,68.0,73.0,70.0,69.0
0.808,404.0,73.0,71.0,68.0,73.0,70.0,69.0
0.81,405.0,73.0,71.0,68.0,73.0,70.0,69.0
0.81,405.0,73.0,71.0,68.0,73.0,70.0,69.0
0.81,405.0,73.0,71.0,68.0,73.0,70.0,69.0
0.808,404.0,73.0,71.0,68.0,73.0,70.0,69.0
1.212,404.0,73.0,71.0,68.0,73.0,70.0,69.0
1.612,403.0,73.0,71.0,68.0,73.0,70.0,69.0
2.807,401.0,73.0,71.0,68.0,73.0,70.0,69.0
3.6,400.0,73.0,71.0,68.0,73.0,70.0,69.0
3.591,399.0,73.0,71.0,68.0,73.0,70.0,69.0
3.2,400.0,73.0,71.0,68.0,73.0,70.0,69.0
3.2,400.0,73.0,71.0,68.0,73.0,70.0,69.0
3.2,400.0,73.0,71.0,68.0,73.0,70.0,69.0
3.2,400.0,73.0,71.0,68.0,73.0,70.0,69.0
3.2,400.0,73.0,71.0,68.0,71.0,70.0,69.0
3.2,400.0,73.0,71.0,68.0,71.0,70.0,69.0
3.192,399.0,73.0,71.0,68.0,71.0,70.0,69.0
3.591,399.0,73.0,71.0,68.0,71.0,70.0,69.0
3.2,400.0,73.0,71.0,68.0,71.0,70.0,69.0
3.591,399.0,73.0,71.0,68.0,71.0,70.0,69.0
3.192,399.0,73.0,71.0,68.0,71.0,70.0,69.0
2.406,401.0,73.0,71.0,68.0,71.0,70.0,69.0
2.4,400.0,73.0,71.0,68.0,71.0,70.0,69.0
0.404,404.0,73.0,71.0,68.0,71.0,70.0,69.0
0.0,406.0,73.0,71.0,68.0,71.0,70.0,69.0
0.405,405.0,73.0,71.0,68.0,71.0,70.0,69.0
1.212,404.0,73.0,71.0,68.0,71.0,70.0,69.0
2.015,403.0,73.0,71.0,68.0,71.0,70.0,69.0
3.6,400.0,73.0,71.0,68.0,71.0,70.0,69.0
3.99,399.0,73.0,71.0,68.0,71.0,70.0,69.0
4.378,398.0,73.0,71.0,68.0,71.0,70.0,69.0
4.378,398.0,73.0,71.0,68.0,71.0,70.0,69.0
4.367,397.0,73.0,71.0,68.0,71.0,70.0,69.0
4.752,396.0,73.0,71.0,68.0,71.0,70.0,69.0
5.148,396.0,73.0,71.0,68.0,71.0,70.0,69.0
4.752,396.0,73.0,71.0,68.0,71.0,70.0,69.0
4.752,396.0,73.0,71.0,68.0,71.0,70.0,69.0
4.752,396.0,73.0,71.0,68.0,71.0,70.0,69.0
5.148,396.0,73.0,71.0,68.0,71.0,70.0,69.0
5.135,395.0,73.0,71.0,68.0,71.0,70.0,69.0
5.148,396.0,73.0,71.0,68.0,71.0,70.0,69.0
5.53,395.0,71.0,70.0,68.0,71.0,70.0,69.0
5.53,395.0,71.0,70.0,68.0,71.0,70.0,69.0
5.53,395.0,71.0,70.0,68.0,71.0,70.0,69.0
5.91,394.0,71.0,70.0,68.0,71.0,70.0,69.0
5.91,394.0,71.0,70.0,68.0,71.0,70.0,69.0
6.304,394.0,71.0,70.0,68.0,71.0,70.0,69.0
6.288,393.0,71.0,70.0,68.0,71.0,70.0,69.0
6.288,393.0,71.0,70.0,68.0,71.0,70.0,69.0
6.304,394.0,71.0,70.0,68.0,71.0,70.0,69.0
6.288,393.0,71.0,70.0,68.0,71.0,70.0,69.0
6.681,393.0,71.0,70.0,68.0,71.0,70.0,69.0
6.698,394.0,71.0,70.0,68.0,71.0,70.0,69.0
7.074,393.0,71.0,70.0,68.0,71.0,70.0,69.0
7.056,392.0,71.0,70.0,68.0,71.0,70.0,69.0
7.038,391.0,71.0,70.0,68.0,71.0,70.0,69.0
7.448,392.0,71.0,70.0,68.0,71.0,70.0,69.0
7.448,392.0,71.0,70.0,68.0,71.0,70.0,69.0
7.429,391.0,71.0,70.0,68.0,71.0,70.0,69.0
7.429,391.0,71.0,70.0,68.0,71.0,70.0,69.0
7.8,390.0,71.0,70.0,68.0,71.0,70.0,69.0
7.8,390.0,71.0,70.0,68.0,71.0,70.0,69.0
7.8,390.0,71.0,70.0,68.0,71.0,70.0,69.0
8.19,390.0,71.0,70.0,68.0,71.0,70.0,69.0
7.82,391.0,71.0,70.0,68.0,71.0,70.0,69.0
-0.816,408.0,71.0,70.0,68.0,71.0,70.0,69.0
-1.221,407.0,71.0,70.0,68.0,71.0,70.0,69.0
-0.406,406.0,71.0,70.0,68.0,71.0,70.0,69.0
0.0,405.0,71.0,70.0,68.0,71.0,70.0,69.0
0.0,405.0,71.0,70.0,68.0,71.0,70.0,69.0
0.0,405.0,71.0,70.0,68.0,71.0,70.0,69.0
0.0,405.0,71.0,70.0,68.0,71.0,70.0,69.0
0.0,405.0,71.0,70.0,68.0,71.0,70.0,69.0
0.0,405.0,71.0,70.0,68.0,71.0,70.0,69.0
1.209,403.0,71.0,70.0,68.0,71.0,70.0,69.0
2.406,401.0,71.0,70.0,68.0,71.0,70.0,69.0
2.01,402.0,71.0,70.0,68.0,71.0,70.0,69.0
1.608,402.0,71.0,70.0,68.0,71.0,70.0,69.0
0.808,404.0,71.0,70.0,68.0,71.0,70.0,69.0
0.806,403.0,71.0,70.0,68.0,71.0,70.0,69.0
1.209,403.0,71.0,70.0,68.0,71.0,70.0,69.0
3.2,400.0,71.0,70.0,68.0,71.0,70.0,69.0
2.8,400.0,71.0,70.0,68.0,71.0,70.0,69.0
2.01,402.0,71.0,70.0,68.0,71.0,70.0,69.0
2.4,400.0,71.0,70.0,68.0,71.0,70.0,68.0
5.544,396.0,71.0,70.0,68.0,71.0,70.0,68.0
6.304,394.0,71.0,70.0,68.0,71.0,70.0,68.0
5.53,395.0,71.0,70.0,68.0,71.0,70.0,68.0
5.135,395.0,71.0,70.0,68.0,71.0,70.0,68.0
5.135,395.0,71.0,70.0,68.0,71.0,70.0,68.0
5.135,395.0,71.0,70.0,68.0,71.0,70.0,68.0
5.135,395.0,71.0,70.0,68.0,71.0,70.0,68.0
5.135,395.0,71.0,70.0,68.0,71.0,70.0,68.0
5.53,395.0,71.0,70.0,68.0,71.0,70.0,68.0
5.516,394.0,71.0,70.0,68.0,71.0,70.0,68.0
5.516,394.0,71.0,70.0,68.0,71.0,70.0,68.0
5.516,394.0,71.0,70.0,68.0,71.0,70.0,68.0
5.91,394.0,71.0,70.0,68.0,71.0,70.0,68.0
5.895,393.0,71.0,70.0,68.0,71.0,70.0,68.0
6.304,394.0,71.0,70.0,68.0,71.0,70.0,68.0
6.304,394.0,71.0,70.0,68.0,71.0,70.0,68.0
6.288,393.0,73.0,70.0,68.0,71.0,70.0,68.0
6.664,392.0,73.0,70.0,68.0,71.0,70.0,68.0
-0.406,406.0,73.0,70.0,68.0,71.0,70.0,68.0
-0.812,406.0,73.0,70.0,68.0,71.0,70.0,69.0
1.608,402.0,73.0,70.0,68.0,71.0,70.0,69.0
8.232,392.0,73.0,70.0,68.0,71.0,70.0,69.0
8.58,390.0,73.0,70.0,68.0,71.0,70.0,69.0
7.056,392.0,73.0,70.0,68.0,71.0,70.0,69.0
6.288,393.0,73.0,70.0,68.0,71.0,70.0,69.0
6.288,393.0,73.0,70.0,68.0,71.0,70.0,69.0
6.272,392.0,73.0,70.0,68.0,71.0,70.0,69.0
6.272,392.0,73.0,70.0,68.0,71.0,70.0,69.0
6.288,393.0,73.0,70.0,68.0,71.0,70.0,69.0
6.664,392.0,73.0,70.0,68.0,71.0,70.0,66.0
3.96,396.0,73.0,70.0,68.0,71.0,70.0,66.0
-0.407,407.0,73.0,70.0,68.0,71.0,70.0,66.0
-1.221,407.0,73.0,70.0,68.0,71.0,70.0,66.0
0.0,405.0,73.0,70.0,68.0,71.0,70.0,66.0
1.608,402.0,73.0,70.0,68.0,71.0,70.0,66.0
7.86,393.0,73.0,70.0,68.0,71.0,70.0,66.0
8.58,390.0,73.0,70.0,68.0,71.0,70.0,66.0
7.056,392.0,73.0,70.0,68.0,71.0,70.0,66.0
6.288,393.0,73.0,70.0,68.0,71.0,70.0,66.0
6.272,392.0,73.0,70.0,68.0,71.0,70.0,66.0
5.895,393.0,73.0,70.0,68.0,71.0,70.0,66.0
6.288,393.0,73.0,70.0,68.0,71.0,70.0,66.0
6.288,393.0,73.0,70.0,68.0,71.0,70.0,66.0
6.288,393.0,73.0,70.0,68.0,71.0,70.0,66.0
6.272,392.0,73.0,70.0,68.0,71.0,70.0,66.0
6.272,392.0,73.0,70.0,68.0,71.0,70.0,66.0
6.272,392.0,73.0,70.0,68.0,71.0,70.0,66.0
6.664,392.0,73.0,70.0,68.0,71.0,70.0,66.0
6.664,392.0,73.0,70.0,68.0,71.0,70.0,66.0
7.038,391.0,73.0,70.0,68.0,71.0,70.0,66.0
7.038,391.0,73.0,70.0,68.0,71.0,70.0,66.0
7.41,390.0,73.0,70.0,68.0,71.0,70.0,66.0
7.02,390.0,73.0,70.0,68.0,71.0,70.0,66.0
7.41,390.0,73.0,70.0,68.0,71.0,70.0,66.0
7.41,390.0,73.0,70.0,68.0,71.0,70.0,66.0
7.8,390.0,73.0,70.0,68.0,71.0,70.0,66.0
7.78,389.0,73.0,70.0,68.0,71.0,70.0,66.0
8.148,388.0,73.0,70.0,68.0,71.0,70.0,66.0
7.8,390.0,73.0,70.0,68.0,71.0,70.0,66.0
7.8,390.0,73.0,70.0,68.0,71.0,70.0,69.0
8.19,390.0,73.0,70.0,68.0,71.0,70.0,69.0
8.169,389.0,73.0,70.0,68.0,71.0,70.0,69.0
8.169,389.0,73.0,70.0,68.0,71.0,70.0,69.0
8.536,388.0,73.0,70.0,68.0,71.0,70.0,69.0
8.558,389.0,73.0,70.0,68.0,71.0,70.0,69.0
8.514,387.0,73.0,70.0,68.0,71.0,70.0,69.0
8.536,388.0,73.0,70.0,68.0,71.0,70.0,69.0
8.924,388.0,73.0,70.0,68.0,71.0,70.0,69.0
8.901,387.0,73.0,70.0,68.0,71.0,70.0,69.0
9.264,386.0,73.0,70.0,68.0,71.0,70.0,69.0
9.288,387.0,73.0,70.0,68.0,71.0,70.0,69.0
9.288,387.0,73.0,70.0,68.0,71.0,70.0,69.0
9.264,386.0,73.0,70.0,68.0,71.0,70.0,69.0
9.264,386.0,73.0,70.0,68.0,71.0,70.0,69.0
9.65,386.0,73.0,70.0,68.0,71.0,70.0,69.0
9.65,386.0,73.0,70.0,68.0,71.0,70.0,69.0
9.65,386.0,73.0,71.0,69.0,71.0,70.0,69.0
10.036,386.0,73.0,71.0,69.0,71.0,70.0,69.0
10.01,385.0,73.0,71.0,69.0,71.0,70.0,69.0
10.01,385.0,73.0,71.0,69.0,71.0,70.0,69.0
10.01,385.0,73.0,71.0,69.0,71.0,70.0,69.0
10.395,385.0,73.0,71.0,69.0,71.0,70.0,69.0
10.395,385.0,73.0,71.0,69.0,71.0,70.0,69.0
10.368,384.0,73.0,71.0,69.0,71.0,70.0,69.0
10.752,384.0,73.0,71.0,69.0,71.0,70.0,69.0
10.752,384.0,73.0,71.0,69.0,71.0,70.0,69.0
10.724,383.0,73.0,71.0,69.0,71.0,70.0,69.0
10.752,384.0,73.0,71.0,69.0,71.0,70.0,69.0
-2.448,408.0,73.0,71.0,69.0,71.0,70.0,69.0
-1.624,406.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,403.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,403.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,403.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,403.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.0,404.0,73.0,71.0,69.0,71.0,71.0,69.0
0.404,404.0,73.0,71.0,69.0,71.0,71.0,69.0
2.8,400.0,73.0,71.0,69.0,71.0,71.0,69.0
2.4,400.0,73.0,71.0,69.0,71.0,70.0,69.0
1.604,401.0,73.0,71.0,69.0,71.0,70.0,69.0
2.0,400.0,73.0,71.0,69.0,71.0,70.0,69.0
2.394,399.0,73.0,71.0,69.0,71.0,70.0,69.0
5.53,395.0,73.0,71.0,69.0,71.0,70.0,69.0
5.91,394.0,73.0,71.0,69.0,71.0,70.0,69.0
6.272,392.0,73.0,71.0,69.0,71.0,70.0,69.0
5.895,393.0,73.0,71.0,69.0,71.0,70.0,69.0
5.88,392.0,73.0,71.0,69.0,71.0,70.0,69.0
5.895,393.0,73.0,71.0,69.0,71.0,70.0,69.0
5.88,392.0,73.0,71.0,69.0,71.0,70.0,69.0
5.88,392.0,73.0,71.0,69.0,71.0,70.0,69.0
6.256,391.0,73.0,71.0,69.0,71.0,70.0,69.0
6.272,392.0,73.0,71.0,69.0,71.0,70.0,69.0
6.664,392.0,73.0,71.0,69.0,71.0,70.0,69.0
6.256,391.0,73.0,71.0,69.0,71.0,70.0,69.0
6.256,391.0,73.0,71.0,69.0,71.0,70.0,69.0
6.272,392.0,73.0,71.0,69.0,71.0,70.0,69.0
2.394,399.0,73.0,71.0,69.0,71.0,70.0,69.0
-0.404,404.0,73.0,71.0,69.0,71.0,70.0,69.0
-0.81,405.0,73.0,71.0,69.0,71.0,70.0,69.0
0.0,403.0,73.0,71.0,69.0,71.0,70.0,69.0
0.403,403.0,73.0,71.0,69.0,71.0,70.0,69.0
0.403,403.0,73.0,71.0,69.0,71.0,70.0,69.0
0.403,403.0,73.0,71.0,69.0,71.0,70.0,69.0
1.604,401.0,73.0,71.0,69.0,71.0,70.0,69.0
3.582,398.0,73.0,71.0,69.0,71.0,70.0,69.0
3.582,398.0,73.0,71.0,68.0,71.0,70.0,69.0
8.19,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.038,391.0,73.0,71.0,68.0,71.0,70.0,69.0
-0.405,405.0,73.0,71.0,68.0,71.0,70.0,69.0
7.8,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.038,391.0,73.0,71.0,68.0,71.0,70.0,69.0
6.664,392.0,73.0,71.0,68.0,71.0,70.0,69.0
6.256,391.0,73.0,71.0,68.0,71.0,70.0,69.0
6.272,392.0,73.0,71.0,68.0,71.0,70.0,69.0
6.647,391.0,73.0,71.0,68.0,71.0,70.0,69.0
7.02,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.02,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.02,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.02,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.391,389.0,73.0,71.0,68.0,71.0,70.0,69.0
7.391,389.0,73.0,71.0,68.0,71.0,70.0,69.0
7.391,389.0,73.0,71.0,68.0,71.0,70.0,69.0
7.41,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.41,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.8,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.76,388.0,73.0,71.0,68.0,71.0,70.0,69.0
8.536,388.0,73.0,71.0,68.0,71.0,70.0,69.0
7.78,389.0,73.0,71.0,68.0,71.0,70.0,69.0
8.148,388.0,73.0,71.0,68.0,71.0,70.0,69.0
8.148,388.0,73.0,71.0,68.0,71.0,70.0,69.0
8.536,388.0,73.0,71.0,68.0,71.0,70.0,69.0
8.148,388.0,73.0,71.0,68.0,71.0,70.0,69.0
8.514,387.0,73.0,71.0,68.0,71.0,70.0,69.0
8.514,387.0,73.0,71.0,68.0,71.0,70.0,69.0
8.148,388.0,73.0,71.0,68.0,71.0,70.0,69.0
8.514,387.0,73.0,71.0,68.0,71.0,70.0,69.0
8.514,387.0,73.0,71.0,68.0,71.0,70.0,69.0
8.901,387.0,73.0,71.0,68.0,71.0,70.0,69.0
8.878,386.0,73.0,71.0,68.0,71.0,70.0,69.0
8.901,387.0,73.0,71.0,68.0,71.0,70.0,69.0
8.878,386.0,73.0,71.0,68.0,71.0,70.0,69.0
9.264,386.0,73.0,71.0,68.0,71.0,70.0,69.0
9.264,386.0,73.0,71.0,68.0,71.0,70.0,69.0
9.264,386.0,73.0,71.0,68.0,71.0,70.0,69.0
9.264,386.0,73.0,71.0,68.0,71.0,70.0,69.0
5.096,392.0,73.0,71.0,68.0,71.0,70.0,69.0
7.76,388.0,73.0,71.0,68.0,71.0,70.0,69.0
10.01,385.0,73.0,71.0,68.0,71.0,70.0,69.0
-0.403,403.0,73.0,71.0,68.0,71.0,71.0,69.0
7.8,390.0,73.0,71.0,68.0,71.0,71.0,69.0
11.107,383.0,73.0,71.0,68.0,71.0,71.0,69.0
9.984,384.0,73.0,71.0,68.0,71.0,71.0,69.0
9.264,386.0,73.0,71.0,68.0,71.0,71.0,69.0
9.24,385.0,73.0,71.0,68.0,71.0,71.0,69.0
9.264,386.0,73.0,71.0,68.0,71.0,71.0,69.0
9.264,386.0,73.0,71.0,68.0,71.0,71.0,69.0
9.264,386.0,73.0,71.0,68.0,71.0,71.0,69.0
9.24,385.0,73.0,71.0,68.0,71.0,71.0,69.0
9.24,385.0,73.0,71.0,68.0,71.0,71.0,69.0
9.24,385.0,73.0,71.0,68.0,71.0,71.0,69.0
9.24,385.0,73.0,71.0,68.0,71.0,71.0,69.0
9.625,385.0,73.0,71.0,68.0,71.0,71.0,69.0
9.984,384.0,73.0,71.0,68.0,71.0,71.0,69.0
9.984,384.0,73.0,71.0,68.0,71.0,71.0,69.0
9.984,384.0,73.0,71.0,68.0,71.0,71.0,69.0
10.341,383.0,73.0,71.0,68.0,71.0,71.0,69.0
10.368,384.0,73.0,71.0,68.0,71.0,71.0,69.0
10.368,384.0,73.0,71.0,68.0,71.0,71.0,69.0
10.724,383.0,73.0,71.0,68.0,71.0,70.0,69.0
10.341,383.0,73.0,71.0,68.0,71.0,70.0,69.0
10.724,383.0,73.0,71.0,68.0,71.0,70.0,69.0
10.724,383.0,73.0,71.0,68.0,71.0,70.0,69.0
11.078,382.0,73.0,71.0,68.0,71.0,70.0,69.0
-0.808,404.0,73.0,71.0,68.0,71.0,70.0,69.0
-0.806,403.0,73.0,71.0,68.0,71.0,70.0,69.0
0.401,401.0,73.0,71.0,68.0,71.0,70.0,69.0
1.596,399.0,73.0,71.0,68.0,71.0,70.0,69.0
2.388,398.0,73.0,71.0,68.0,71.0,70.0,69.0
3.95,395.0,73.0,71.0,68.0,71.0,71.0,69.0
3.95,395.0,73.0,71.0,68.0,71.0,71.0,69.0
5.488,392.0,73.0,71.0,68.0,71.0,71.0,69.0
5.488,392.0,73.0,71.0,68.0,71.0,71.0,69.0
6.256,391.0,73.0,71.0,68.0,71.0,71.0,69.0
7.002,389.0,73.0,71.0,68.0,71.0,71.0,69.0
7.02,390.0,73.0,71.0,68.0,71.0,71.0,69.0
6.63,390.0,73.0,71.0,68.0,71.0,71.0,69.0
6.613,389.0,73.0,71.0,68.0,71.0,71.0,69.0
6.613,389.0,73.0,71.0,68.0,71.0,71.0,69.0
6.984,388.0,73.0,71.0,68.0,71.0,71.0,69.0
5.865,391.0,73.0,71.0,68.0,71.0,71.0,69.0
1.194,398.0,73.0,71.0,68.0,71.0,71.0,69.0
4.716,393.0,73.0,71.0,68.0,71.0,71.0,69.0
5.096,392.0,73.0,71.0,68.0,71.0,71.0,69.0
0.401,401.0,73.0,71.0,68.0,71.0,71.0,69.0
-0.806,403.0,73.0,71.0,68.0,71.0,71.0,69.0
-0.403,403.0,73.0,71.0,68.0,71.0,71.0,69.0
0.0,402.0,73.0,71.0,68.0,71.0,71.0,69.0
0.0,402.0,73.0,71.0,68.0,71.0,71.0,69.0
1.2,400.0,73.0,71.0,68.0,71.0,70.0,69.0
8.947,389.0,73.0,71.0,68.0,71.0,70.0,69.0
8.169,389.0,73.0,71.0,68.0,71.0,70.0,69.0
0.4,400.0,73.0,71.0,68.0,71.0,70.0,69.0
7.02,390.0,73.0,71.0,68.0,71.0,70.0,69.0
6.613,389.0,73.0,71.0,68.0,71.0,70.0,69.0
6.256,391.0,73.0,71.0,68.0,71.0,70.0,69.0
6.24,390.0,73.0,71.0,68.0,71.0,70.0,69.0
6.63,390.0,73.0,71.0,68.0,71.0,70.0,69.0
6.613,389.0,73.0,71.0,68.0,71.0,70.0,69.0
2.772,396.0,73.0,71.0,68.0,73.0,71.0,69.0
-1.215,405.0,73.0,71.0,68.0,73.0,71.0,69.0
-0.806,403.0,73.0,71.0,68.0,73.0,71.0,69.0
0.0,402.0,73.0,71.0,68.0,73.0,71.0,69.0
0.0,402.0,73.0,71.0,68.0,73.0,71.0,69.0
0.0,402.0,73.0,71.0,68.0,73.0,71.0,69.0
0.0,402.0,73.0,71.0,68.0,73.0,71.0,69.0
1.6,400.0,73.0,71.0,68.0,73.0,71.0,69.0
3.573,397.0,73.0,71.0,68.0,73.0,71.0,69.0
0.0,403.0,73.0,71.0,68.0,73.0,71.0,69.0
4.345,395.0,73.0,71.0,68.0,73.0,71.0,69.0
5.502,393.0,73.0,71.0,68.0,73.0,71.0,69.0
6.272,392.0,73.0,71.0,68.0,73.0,71.0,69.0
5.88,392.0,73.0,71.0,68.0,73.0,71.0,69.0
5.865,391.0,73.0,71.0,68.0,73.0,71.0,69.0
5.865,391.0,73.0,71.0,68.0,73.0,71.0,69.0
5.865,391.0,73.0,71.0,68.0,73.0,71.0,69.0
5.865,391.0,73.0,71.0,68.0,73.0,71.0,69.0
6.256,391.0,73.0,71.0,68.0,73.0,71.0,69.0
6.256,391.0,73.0,71.0,68.0,73.0,71.0,69.0
6.256,391.0,73.0,71.0,68.0,71.0,70.0,69.0
6.63,390.0,73.0,71.0,68.0,71.0,70.0,69.0
6.63,390.0,73.0,71.0,68.0,71.0,70.0,69.0
6.63,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.02,390.0,73.0,71.0,68.0,71.0,70.0,69.0
7.002,389.0,73.0,71.0,68.0,71.0,70.0,69.0
6.984,388.0,73.0,71.0,68.0,71.0,70.0,69.0
7.372,388.0,73.0,71.0,68.0,71.0,70.0,69.0
3.555,395.0,73.0,71.0,68.0,71.0,70.0,69.0
2.382,397.0,73.0,71.0,68.0,71.0,70.0,69.0
-0.808,404.0,73.0,71.0,68.0,71.0,70.0,69.0
-0.806,403.0,73.0,71.0,68.0,71.0,70.0,69.0
0.0,402.0,73.0,71.0,68.0,71.0,70.0,69.0
0.0,402.0,73.0,71.0,68.0,71.0,70.0,69.0
0.0,402.0,73.0,71.0,68.0,71.0,70.0,69.0
0.0,402.0,73.0,71.0,68.0,71.0,70.0,69.0
1.6,400.0,73.0,71.0,68.0,71.0,70.0,69.0
1.995,399.0,73.0,71.0,68.0,71.0,70.0,69.0
1.995,399.0,73.0,71.0,68.0,71.0,70.0,69.0
1.596,399.0,73.0,71.0,68.0,71.0,70.0,69.0
1.596,399.0,73.0,71.0,68.0,71.0,70.0,69.0
1.6,400.0,73.0,71.0,68.0,71.0,70.0,69.0
3.564,396.0,73.0,71.0,68.0,71.0,70.0,69.0
5.502,393.0,73.0,71.0,68.0,71.0,70.0,69.0
6.256,391.0,73.0,71.0,68.0,71.0,70.0,69.0
6.256,391.0,73.0,71.0,68.0,71.0,70.0,69.0
5.096,392.0,73.0,71.0,68.0,71.0,70.0,69.0
5.488,392.0,73.0,70.0,66.0,71.0,70.0,69.0
5.488,392.0,73.0,70.0,66.0,71.0,70.0,69.0
5.865,391.0,73.0,70.0,66.0,71.0,70.0,69.0
5.488,392.0,73.0,70.0,66.0,71.0,70.0,69.0
6.24,390.0,73.0,70.0,66.0,71.0,70.0,69.0
6.256,391.0,73.0,70.0,66.0,71.0,70.0,69.0
6.24,390.0,73.0,70.0,66.0,71.0,70.0,69.0
6.256,391.0,73.0,70.0,66.0,71.0,70.0,69.0
6.24,390.0,73.0,70.0,66.0,71.0,70.0,69.0
6.63,390.0,73.0,70.0,66.0,71.0,70.0,69.0
6.63,390.0,73.0,70.0,66.0,71.0,70.0,69.0
7.002,389.0,73.0,70.0,66.0,71.0,70.0,69.0
6.613,389.0,73.0,70.0,66.0,71.0,70.0,69.0
6.984,388.0,73.0,70.0,66.0,71.0,70.0,69.0
6.984,388.0,73.0,70.0,66.0,71.0,71.0,69.0
7.002,389.0,73.0,70.0,66.0,71.0,71.0,69.0
7.391,389.0,73.0,70.0,66.0,71.0,71.0,69.0
7.391,389.0,73.0,70.0,66.0,71.0,71.0,69.0
7.372,388.0,73.0,70.0,66.0,71.0,71.0,69.0
7.372,388.0,73.0,70.0,66.0,71.0,71.0,69.0
7.76,388.0,73.0,70.0,66.0,71.0,71.0,69.0
7.76,388.0,73.0,70.0,66.0,71.0,71.0,69.0
8.106,386.0,73.0,70.0,66.0,71.0,71.0,69.0
8.106,386.0,73.0,70.0,66.0,71.0,71.0,69.0
8.127,387.0,73.0,70.0,66.0,71.0,71.0,69.0
8.492,386.0,73.0,70.0,66.0,71.0,71.0,69.0
8.514,387.0,73.0,70.0,66.0,71.0,71.0,69.0
0.0,401.0,73.0,70.0,66.0,71.0,71.0,69.0
-0.806,403.0,73.0,70.0,66.0,71.0,71.0,69.0
0.401,401.0,73.0,70.0,66.0,71.0,71.0,69.0
0.401,401.0,73.0,70.0,66.0,71.0,71.0,69.0
0.0,402.0,73.0,71.0,66.0,71.0,71.0,69.0
0.0,402.0,73.0,71.0,66.0,71.0,71.0,69.0
0.0,402.0,73.0,71.0,66.0,71.0,71.0,69.0
0.0,402.0,73.0,71.0,66.0,71.0,70.0,69.0
0.0,402.0,73.0,71.0,66.0,71.0,70.0,69.0
0.0,402.0,73.0,71.0,66.0,71.0,70.0,69.0
