kW,V
0.826,413.0
1.236,412.0
1.239,413.0
0.826,413.0
0.824,412.0
0.826,413.0
0.824,412.0
1.648,412.0
1.644,411.0
1.644,411.0
1.644,411.0
2.05,410.0
2.055,411.0
1.644,411.0
1.644,411.0
1.644,411.0
0.824,412.0
1.236,412.0
1.644,411.0
1.648,412.0
2.05,410.0
2.05,410.0
2.46,410.0
2.05,410.0
2.46,410.0
2.46,410.0
2.863,409.0
3.672,408.0
3.672,408.0
3.264,408.0
3.264,408.0
3.663,407.0
3.663,407.0
3.663,407.0
3.654,406.0
3.663,407.0
4.07,407.0
4.466,406.0
4.466,406.0
3.663,407.0
3.663,407.0
3.264,408.0
3.663,407.0
3.663,407.0
4.07,407.0
4.07,407.0
3.663,407.0
2.856,408.0
3.663,407.0
4.07,407.0
4.06,406.0
4.06,406.0
2.856,408.0
0.413,413.0
-0.415,415.0
0.0,414.0
0.414,414.0
-0.415,415.0
-0.0,415.0
0.0,415.0
0.0,414.0
0.0,415.0
0.0,414.0
0.0,414.0
0.0,415.0
0.0,415.0
0.0,414.0
0.0,415.0
0.0,415.0
0.0,415.0
0.0,415.0
0.0,415.0
0.0,415.0
0.414,414.0
1.648,412.0
2.466,411.0
3.272,409.0
2.46,410.0
1.236,412.0
1.644,411.0
1.648,412.0
1.644,411.0
1.644,411.0
2.055,411.0
1.644,411.0
1.236,412.0
1.236,412.0
1.236,412.0
1.236,412.0
1.648,412.0
1.648,412.0
1.648,412.0
1.648,412.0
1.648,412.0
1.648,412.0
1.644,411.0
1.236,412.0
1.648,412.0
1.648,412.0
1.644,411.0
2.46,410.0
3.681,409.0
4.477,407.0
4.07,407.0
4.08,408.0
4.07,407.0
4.477,407.0
4.86,405.0
4.86,405.0
5.252,404.0
5.252,404.0
5.252,404.0
5.252,404.0
4.86,405.0
4.455,405.0
4.466,406.0
4.466,406.0
4.455,405.0
4.86,405.0
4.466,406.0
4.86,405.0
4.872,406.0
4.86,405.0
4.848,404.0
5.656,404.0
5.642,403.0
5.642,403.0
5.252,404.0
5.252,404.0
5.252,404.0
5.656,404.0
5.252,404.0
4.86,405.0
4.86,405.0
5.252,404.0
4.86,405.0
5.252,404.0
5.642,403.0
5.656,404.0
6.03,402.0
6.432,402.0
6.432,402.0
6.432,402.0
7.2,400.0
8.358,398.0
7.96,398.0
7.98,399.0
8.358,398.0
8.358,398.0
8.379,399.0
8.337,397.0
8.358,398.0
8.756,398.0
8.358,398.0
7.98,399.0
8.358,398.0
7.6,400.0
7.98,399.0
9.108,396.0
8.358,398.0
8.358,398.0
8.734,397.0
8.734,397.0
9.108,396.0
8.734,397.0
9.875,395.0
9.875,395.0
10.244,394.0
10.244,394.0
10.244,394.0
10.27,395.0
9.108,396.0
9.108,396.0
8.734,397.0
8.734,397.0
8.734,397.0
8.337,397.0
8.358,398.0
7.96,398.0
7.96,398.0
8.358,398.0
8.358,398.0
8.337,397.0
8.358,398.0
8.358,398.0
8.358,398.0
8.358,398.0
8.358,398.0
8.337,397.0
6.03,402.0
-1.66,415.0
-1.245,415.0
-0.413,413.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,413.0
0.0,413.0
0.0,412.0
0.0,412.0
0.412,412.0
0.412,412.0
0.413,413.0
0.412,412.0
0.412,412.0
0.413,413.0
0.412,412.0
0.412,412.0
0.412,412.0
1.64,410.0
2.05,410.0
1.64,410.0
1.233,411.0
1.233,411.0
1.64,410.0
1.64,410.0
2.454,409.0
2.045,409.0
1.64,410.0
1.64,410.0
1.64,410.0
1.64,410.0
1.64,410.0
1.64,410.0
1.233,411.0
1.64,410.0
1.64,410.0
2.045,409.0
2.856,408.0
3.663,407.0
4.455,405.0
5.252,404.0
4.848,404.0
4.455,405.0
4.848,404.0
4.836,403.0
4.848,404.0
5.252,404.0
5.239,403.0
4.848,404.0
5.252,404.0
5.239,403.0
5.628,402.0
5.628,402.0
5.628,402.0
5.239,403.0
4.848,404.0
4.848,404.0
4.848,404.0
4.836,403.0
4.848,404.0
4.848,404.0
5.239,403.0
5.642,403.0
6.03,402.0
5.628,402.0
5.628,402.0
5.642,403.0
5.628,402.0
5.628,402.0
4.848,404.0
5.239,403.0
4.848,404.0
5.628,402.0
5.642,403.0
5.642,403.0
5.642,403.0
5.642,403.0
4.04,404.0
1.636,409.0
2.04,408.0
2.849,407.0
3.256,407.0
3.663,407.0
4.455,405.0
4.455,405.0
5.642,403.0
5.642,403.0
6.432,402.0
6.416,401.0
6.8,400.0
7.2,400.0
7.2,400.0
7.2,400.0
7.581,399.0
7.562,398.0
7.98,399.0
7.581,399.0
7.96,398.0
7.96,398.0
7.96,398.0
7.96,398.0
7.96,398.0
7.96,398.0
8.337,397.0
8.358,398.0
7.96,398.0
7.562,398.0
6.8,400.0
6.015,401.0
2.442,407.0
-1.242,414.0
-0.828,414.0
-0.0,412.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,412.0
0.0,413.0
0.0,412.0
0.0,412.0
0.412,412.0
0.0,412.0
0.0,413.0
0.0,413.0
0.0,412.0
0.0,413.0
0.412,412.0
