I,kW,V,t1
-4.1,-1.8,444,21
-4.1,-1.8,444,21
-4.1,-1.8,444,21
-4.1,-1.8,444,21
-4.1,-1.8,444,21
-4,-1.8,444,21
-4,-1.8,444,21
-4,-1.8,444,21
-4,-1.8,444,21
-4,-1.8,444,21
-4.1,-1.8,444,21
-4.1,-1.7,444,21
-4.1,-1.7,444,21
-4.1,-1.7,444,21
-4.1,-1.7,444,21
-4.1,-1.7,444,21
-4.2,-1.7,444,21
-4.2,-1.7,444,21
-4.2,-1.7,444,21
-4.2,-1.7,444,21
-4.2,-1.7,444,21
-4.2,-1.7,444,21
-4,-1.8,444,21
-4,-1.8,444,21
-4,-1.8,444,21
-4,-1.8,444,21
-4.3,-1.8,444,21
-4.3,-1.8,444,21
-4.3,-1.8,444,21
-4.3,-1.8,444,21
-4.3,-1.8,444,21
-4.3,-1.8,444,21
-4.3,-1.8,444,21
-4,-1.8,444.1,21
-4,-1.8,444.1,21
-4,-1.8,444.1,21
-4,-1.8,444.1,21
-4,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4,-1.9,444.1,21
-4,-1.9,444.1,21
-4,-1.9,444.1,21
-4,-1.9,444.1,21
-4,-1.9,444.1,21
-4,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.3,-1.9,444.1,21
-4.3,-1.9,444.1,21
-4.3,-1.9,444.1,21
-4.3,-1.9,444.1,21
-4.3,-1.9,444.1,21
-4.3,-1.9,444.1,21
-4.3,-1.8,444.1,21
-4.3,-1.8,444.1,21
-4.3,-1.8,444.1,21
-4.3,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-3.9,-1.8,444.1,21
-3.9,-1.8,444.1,21
-3.9,-1.8,444.1,21
-3.9,-1.8,444.1,21
-3.9,-1.8,444.1,21
-3.9,-1.8,444.1,21
-4.1,-1.8,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.3,-1.9,444.1,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.1,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.1,-1.9,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.1,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.4,-1.8,444.2,21
-4.4,-1.8,444.2,21
-4.4,-1.8,444.2,21
-4.4,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.9,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.9,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.3,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-3.9,-1.8,444.2,21
-3.9,-1.8,444.2,21
-3.9,-1.8,444.2,21
-3.9,-1.8,444.2,21
-3.9,-1.8,444.2,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.3,-1.9,444.3,21
-4.3,-1.7,444.2,21
-4.3,-1.7,444.2,21
-4.3,-1.7,444.2,21
-4.2,-1.7,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4.2,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.7,444.2,21
-4.1,-1.7,444.2,21
-4.1,-1.7,444.2,21
-4.1,-1.7,444.2,21
-4.2,-1.7,444.2,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.1,-1.8,444.2,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.3,-1.9,444.3,21
-4.3,-1.9,444.3,21
-4.3,-1.9,444.3,21
-4.3,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.7,444.3,21
-4.2,-1.7,444.3,21
-4.2,-1.7,444.3,21
-4,-1.7,444.3,21
-4,-1.7,444.3,21
-4,-1.7,444.3,21
-4,-1.7,444.3,21
-4,-1.7,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.3,-1.9,444.3,21
-4.3,-1.9,444.3,21
-4.3,-1.9,444.3,21
-4.3,-1.9,444.3,21
-4.3,-1.8,444.3,21
-4.3,-1.8,444.3,21
-4.3,-1.8,444.3,21
-4.3,-1.8,444.3,21
-4.3,-1.9,444.3,21
-4.3,-1.9,444.3,21
-4.3,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4,-1.9,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4.3,-1.8,444.3,21
-4.3,-1.8,444.3,21
-4.3,-1.8,444.3,21
-4.3,-1.8,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.4,-1.8,444.3,21
-4.4,-1.8,444.3,21
-4.4,-1.8,444.3,21
-4.4,-1.8,444.3,21
-4.4,-1.8,444.3,21
-4,-1.7,444.3,21
-4,-1.7,444.3,21
-4,-1.7,444.3,21
-4,-1.7,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.2,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.1,-1.8,444.3,21
-4.3,-1.9,444.4,21
-4.3,-1.9,444.4,21
-4.3,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.2,-1.9,444.3,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4,-1.7,444.4,21
-4,-1.7,444.4,21
-4,-1.7,444.4,21
-4,-1.7,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4,-1.8,444.3,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.3,-1.9,444.4,21
-4.3,-1.9,444.4,21
-4.3,-1.9,444.4,21
-4.3,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.3,-1.9,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.1,-1.7,444.3,21
-4.1,-1.7,444.3,21
-4.1,-1.7,444.3,21
-4.1,-1.7,444.3,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.7,444.3,21
-4.1,-1.7,444.3,21
-4.1,-1.7,444.3,21
-4.1,-1.7,444.3,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.2,-1.9,444.4,21
-4.3,-1.7,444.4,21
-4.3,-1.7,444.4,21
-4.3,-1.7,444.4,21
-4.3,-1.7,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.7,444.4,21
-4.1,-1.7,444.4,21
-4.1,-1.7,444.4,21
-4.1,-1.7,444.4,21
-4.1,-1.7,444.4,21
-4.1,-1.8,444.4,21
-4.1,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.9,444.4,21
-4.3,-1.9,444.4,21
-4.3,-1.9,444.4,21
-4.3,-1.9,444.4,21
-4.3,-1.9,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.3,-1.8,444.4,21
-4.2,-1.7,444.4,21
-4.2,-1.7,444.4,21
-4.2,-1.7,444.4,21
-4.2,-1.7,444.4,21
-4.2,-1.7,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.1,-1.7,444.4,21
-4.1,-1.7,444.4,21
-4.1,-1.7,444.4,21
-4.1,-1.7,444.4,21
-4.1,-1.7,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.2,-1.8,444.4,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-3.9,-1.8,444.4,21
-3.9,-1.8,444.4,21
-3.9,-1.8,444.4,21
-3.9,-1.8,444.4,21
-3.9,-1.8,444.4,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.3,-1.9,444.5,21
-4.3,-1.9,444.5,21
-4.3,-1.9,444.5,21
-4.3,-1.9,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.7,444.4,21
-4.2,-1.7,444.4,21
-4.2,-1.7,444.4,21
-4,-1.7,444.4,21
-4,-1.7,444.4,21
-4,-1.7,444.4,21
-4,-1.7,444.4,21
-4,-1.7,444.4,21
-4.3,-1.7,444.4,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.4,-1.8,444.5,21
-4.4,-1.9,444.5,21
-4.4,-1.9,444.5,21
-4.4,-1.9,444.5,21
-4.1,-1.8,444.5,21
-4.1,-1.8,444.5,21
-4.1,-1.8,444.5,21
-4.1,-1.8,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.1,-1.7,444.5,21
-4.1,-1.7,444.5,21
-4.1,-1.7,444.5,21
-4.1,-1.7,444.5,21
-4,-1.7,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.9,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.7,444.5,21
-4.2,-1.7,444.5,21
-4.2,-1.7,444.5,21
-4.3,-1.9,444.5,21
-4.3,-1.9,444.5,21
-4.3,-1.9,444.5,21
-4.3,-1.9,444.5,21
-4.4,-1.9,444.5,21
-4.4,-1.8,444.5,21
-4.4,-1.8,444.5,21
-4.4,-1.8,444.5,21
-4.4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4.1,-1.7,444.5,21
-4.1,-1.7,444.5,21
-4.1,-1.7,444.5,21
-4.1,-1.7,444.5,21
-4.2,-1.7,444.5,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4.1,-1.8,444.5,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.2,-1.8,444.5,21
-4.3,-1.8,444.5,21
-4.3,-1.8,444.6,21
-4.3,-1.8,444.6,21
-4.3,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.3,-1.8,444.6,21
-4.3,-1.8,444.6,21
-4.3,-1.8,444.6,21
-4.3,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4,-1.8,444.5,21
-4.1,-1.7,444.5,21
-4.1,-1.7,444.5,21
-4.1,-1.7,444.5,21
-4.1,-1.7,444.5,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4.3,-1.9,444.6,21
-4.3,-1.9,444.6,21
-4.3,-1.9,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.7,444.6,21
-4.2,-1.7,444.6,21
-4.2,-1.7,444.6,21
-4.2,-1.7,444.6,21
-4.2,-1.7,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4.4,-1.9,444.6,21
-4.4,-1.9,444.6,21
-4.4,-1.9,444.6,21
-4.4,-1.9,444.6,21
-4.3,-1.9,444.6,21
-4.3,-1.8,444.6,21
-4.3,-1.8,444.6,21
-4.3,-1.8,444.6,21
-4.2,-1.8,444.6,21
-4.2,-1.8,444.7,21
-4.2,-1.8,444.7,21
-4.2,-1.8,444.7,21
-4.2,-1.8,444.7,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.2,-1.9,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.3,-1.7,444.6,21
-4.3,-1.7,444.6,21
-4.3,-1.7,444.6,21
-4.3,-1.7,444.6,21
-4.3,-1.9,444.7,21
-4.3,-1.9,444.7,21
-4.3,-1.9,444.7,21
-4.3,-1.9,444.7,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4.1,-1.7,444.6,21
-4.1,-1.7,444.6,21
-4.1,-1.7,444.6,21
-4.1,-1.7,444.6,21
-4,-1.7,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4,-1.8,444.6,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4,-1.7,444.7,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4,-1.7,444.6,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4.4,-1.9,444.7,21
-4.4,-1.9,444.7,21
-4.4,-1.9,444.7,21
-4.4,-1.9,444.7,21
-4.3,-1.9,444.7,21
-4.3,-1.7,444.7,21
-4.3,-1.7,444.7,21
-4.3,-1.7,444.7,21
-4.3,-1.7,444.7,21
-4.1,-1.8,444.7,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.6,21
-4.1,-1.8,444.7,21
-4.1,-1.8,444.7,21
-4.1,-1.8,444.7,21
-4.2,-1.8,444.7,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
-4.2,-1.9,444.7,21
