kW,V,I,t1
0.41910000000000003,419.1,1.0,31.0
0.67104,419.4,1.6,31.0
0.9220200000000001,419.1,2.2,31.0
1.0894000000000001,419.0,2.6,31.0
0.9636999999999999,419.0,2.3,31.0
0.46101000000000003,419.1,1.1,31.0
0.12594,419.8,0.3,31.0
0.04197,419.7,0.1,31.0
0.08394,419.7,0.2,31.0
0.08394,419.7,0.2,31.0
0.25176,419.6,0.6,31.0
0.29372,419.6,0.7,31.0
0.41960000000000003,419.6,1.0,31.0
0.50328,419.4,1.2,31.0
1.34112,419.1,3.2,31.0
1.59144,418.8,3.8,31.0
1.96695,418.5,4.7,31.0
1.88325,418.5,4.5,31.0
1.4651,418.6,3.5,31.0
1.3404800000000001,418.9,3.2,31.0
1.3817099999999998,418.7,3.3,31.0
2.7992600000000003,417.8,6.7,31.0
3.38175,417.5,8.1,31.0
3.5896399999999997,417.4,8.6,31.0
4.33784,417.1,10.4,31.0
4.456549999999999,416.5,10.7,31.0
4.20766,416.6,10.1,31.0
3.7928800000000003,416.8,9.1,31.0
3.5453500000000004,417.1,8.5,31.0
3.29746,417.4,7.9,31.0
3.21321,417.3,7.7,31.0
3.50448,417.2,8.4,31.0
3.3785100000000003,417.1,8.1,31.0
3.4627600000000003,417.2,8.3,31.0
2.96212,417.2,7.1,31.0
1.75686,418.3,4.2,31.0
1.6321499999999998,418.5,3.9,31.0
2.25828,418.2,5.4,31.0
2.299,418.0,5.5,31.0
1.3800599999999998,418.2,3.3,31.0
0.8378,418.9,2.0,31.0
0.33528,419.1,0.8,31.0
0.0,419.8,0.0,31.0
0.08394,419.7,0.2,31.0
0.12588,419.6,0.3,31.0
0.1678,419.5,0.4,31.0
0.08392000000000002,419.6,0.2,31.0
0.16784000000000004,419.6,0.4,31.0
0.20980000000000001,419.6,0.5,31.0
0.12588,419.6,0.3,31.0
0.16784000000000004,419.6,0.4,31.0
0.12588,419.6,0.3,31.0
0.12588,419.6,0.3,31.0
0.08392000000000002,419.6,0.2,31.0
0.08392000000000002,419.6,0.2,31.0
0.25176,419.6,0.6,31.0
0.16784000000000004,419.6,0.4,31.0
0.12588,419.6,0.3,31.0
0.3356800000000001,419.6,0.8,31.0
1.5076800000000001,418.8,3.6,31.0
2.30175,418.5,5.5,31.0
2.5073999999999996,417.9,6.0,31.0
2.2154000000000003,418.0,5.3,31.0
2.1746399999999997,418.2,5.2,31.0
2.2159299999999997,418.1,5.3,31.0
2.4244,418.0,5.8,31.0
3.0939400000000004,418.1,7.4,31.0
4.91234,416.3,11.8,31.0
5.36253,415.7,12.9,31.0
5.4041,415.7,13.0,31.0
5.19875,415.9,12.5,31.0
5.4054,415.8,13.0,31.0
5.614649999999999,415.9,13.5,31.0
5.73666,415.7,13.8,31.0
5.4015,415.5,13.0,31.0
4.5793,416.3,11.0,31.0
4.45548,416.4,10.7,31.0
4.78745,416.3,11.5,31.0
5.2832,416.0,12.7,31.0
5.0336,416.0,12.1,31.0
4.824439999999999,415.9,11.6,31.0
4.7863,416.2,11.5,31.0
4.7863,416.2,11.5,31.0
2.54553,417.3,6.1,31.0
1.0031999999999999,418.0,2.4,31.0
0.50292,419.1,1.2,31.0
0.7543800000000002,419.1,1.8,31.0
1.2564000000000002,418.8,3.0,31.0
1.1723599999999998,418.7,2.8,31.0
1.21394,418.6,2.9,31.0
0.2095,419.0,0.5,31.0
0.0,419.7,0.0,31.0
0.12585,419.5,0.3,31.0
0.2097,419.4,0.5,31.0
0.08388,419.4,0.2,31.0
0.6708800000000001,419.3,1.6,31.0
0.71247,419.1,1.7,31.0
0.37727999999999995,419.2,0.9,31.0
0.2097,419.4,0.5,31.0
0.0839,419.5,0.2,31.0
0.20975,419.5,0.5,31.0
0.0839,419.5,0.2,31.0
0.7968599999999999,419.4,1.9,31.0
1.3395200000000003,418.6,3.2,31.0
2.25828,418.2,5.4,31.0
1.75686,418.3,4.2,31.0
1.50624,418.4,3.6,31.0
1.29797,418.7,3.1,31.0
1.42324,418.6,3.4,31.0
1.79955,418.5,4.3,31.0
2.3826,418.0,5.7,31.0
3.91792,416.8,9.4,31.0
3.7937899999999996,416.9,9.1,31.0
3.5028,417.0,8.4,31.0
2.67072,417.3,6.4,31.0
0.6697600000000001,418.6,1.6,31.0
0.7962899999999999,419.1,1.9,31.0
1.34016,418.8,3.2,31.0
1.50624,418.4,3.6,31.0
2.8417199999999996,417.9,6.8,31.0
2.7992600000000003,417.8,6.7,31.0
4.044899999999999,417.0,9.7,31.0
5.69646,415.8,13.7,31.0
5.48592,415.6,13.2,31.0
5.072760000000001,415.8,12.2,31.0
5.03118,415.8,12.1,31.0
5.19875,415.9,12.5,31.0
5.3638200000000005,415.8,12.9,31.0
5.48724,415.7,13.2,31.0
4.285830000000001,416.1,10.3,31.0
4.163,416.3,10.0,31.0
4.37325,416.5,10.5,31.0
4.331600000000001,416.5,10.4,31.0
3.9974399999999997,416.4,9.6,31.0
4.45441,416.3,10.7,31.0
4.8256,416.0,11.6,31.0
4.990799999999999,415.9,12.0,31.0
4.78285,415.9,11.5,31.0
5.19625,415.7,12.5,31.0
5.07032,415.6,12.2,31.0
5.4028,415.6,13.0,31.0
5.19375,415.5,12.5,31.0
4.53113,415.7,10.9,31.0
4.5793,416.3,11.0,31.0
4.86954,416.2,11.7,31.0
4.409599999999999,416.0,10.6,31.0
4.163,416.3,10.0,31.0
4.2482999999999995,416.5,10.2,31.0
4.28789,416.3,10.3,31.0
4.163,416.3,10.0,31.0
1.29549,417.9,3.1,31.0
0.79553,418.7,1.9,31.0
0.87927,418.7,2.1,31.0
1.3385600000000002,418.3,3.2,31.0
1.29673,418.3,3.1,31.0
1.2130699999999999,418.3,2.9,31.0
1.12968,418.4,2.7,31.0
0.5026799999999999,418.9,1.2,31.0
0.6702400000000001,418.9,1.6,31.0
0.71196,418.8,1.7,31.0
0.67008,418.8,1.6,31.0
0.5445699999999999,418.9,1.3,31.0
0.62835,418.9,1.5,31.0
0.71196,418.8,1.7,31.0
0.67008,418.8,1.6,31.0
0.79591,418.9,1.9,31.0
0.6702400000000001,418.9,1.6,31.0
0.62835,418.9,1.5,31.0
0.8378,418.9,2.0,31.0
1.58916,418.2,3.8,31.0
1.58916,418.2,3.8,31.0
0.9209200000000001,418.6,2.2,31.0
0.5026799999999999,418.9,1.2,31.0
0.04193000000000001,419.3,0.1,31.0
0.16772000000000004,419.3,0.4,31.0
0.41910000000000003,419.1,1.0,31.0
1.21365,418.5,2.9,31.0
1.17208,418.6,2.8,31.0
1.0465,418.6,2.5,31.0
1.0048799999999998,418.7,2.4,31.0
1.04675,418.7,2.5,31.0
0.9211400000000001,418.7,2.2,31.0
0.9211400000000001,418.7,2.2,31.0
1.0048799999999998,418.7,2.4,31.0
1.17208,418.6,2.8,31.0
1.58916,418.2,3.8,31.0
1.42222,418.3,3.4,31.0
1.5899199999999998,418.4,3.8,31.0
2.7189500000000004,418.3,6.5,31.0
3.87624,416.8,9.3,31.0
3.37689,416.9,8.1,31.0
3.29509,417.1,7.9,31.0
3.2541599999999997,417.2,7.8,31.0
3.2541599999999997,417.2,7.8,31.0
2.79658,417.4,6.7,31.0
2.71375,417.5,6.5,31.0
2.37975,417.5,5.7,31.0
1.7539200000000001,417.6,4.2,31.0
0.7114499999999999,418.5,1.7,31.0
1.0048799999999998,418.7,2.4,31.0
1.17208,418.6,2.8,31.0
1.21394,418.6,2.9,31.0
1.2558000000000002,418.6,3.0,31.0
1.17208,418.6,2.8,31.0
0.50256,418.8,1.2,31.0
0.50292,419.1,1.2,31.0
0.62865,419.1,1.5,31.0
0.75402,418.9,1.8,31.0
0.87969,418.9,2.1,31.0
1.0048799999999998,418.7,2.4,31.0
0.9211400000000001,418.7,2.2,31.0
0.9632399999999999,418.8,2.3,31.0
0.87948,418.8,2.1,31.0
0.12582,419.4,0.3,31.0
0.0,419.5,0.0,31.0
0.12582,419.4,0.3,31.0
0.16776,419.4,0.4,31.0
0.2097,419.4,0.5,31.0
0.04194,419.4,0.1,31.0
0.2097,419.4,0.5,31.0
0.16776,419.4,0.4,31.0
0.08388,419.4,0.2,31.0
0.71298,419.4,1.7,31.0
1.3398400000000001,418.7,3.2,31.0
1.13049,418.7,2.7,31.0
1.21423,418.7,2.9,31.0
1.50624,418.4,3.6,31.0
1.5066000000000002,418.5,3.6,31.0
0.9211400000000001,418.7,2.2,31.0
0.71213,418.9,1.7,31.0
0.67056,419.1,1.6,31.0
0.58674,419.1,1.4,31.0
0.67056,419.1,1.6,31.0
0.67056,419.1,1.6,31.0
0.7960999999999999,419.0,1.9,31.0
0.8799000000000001,419.0,2.1,31.0
0.87969,418.9,2.1,31.0
0.9213600000000002,418.8,2.2,31.0
0.8378,418.9,2.0,31.0
0.7542000000000001,419.0,1.8,31.0
0.838,419.0,2.0,31.0
0.87969,418.9,2.1,31.0
1.9678900000000001,418.7,4.7,31.0
3.96435,417.3,9.5,31.0
5.281929999999999,415.9,12.7,31.0
4.53767,416.3,10.9,31.0
3.9993600000000002,416.6,9.6,31.0
4.04199,416.7,9.7,31.0
4.20665,416.5,10.1,31.0
4.24728,416.4,10.2,31.0
4.53767,416.3,10.9,31.0
4.49712,416.4,10.8,31.0
4.28789,416.3,10.3,31.0
4.4522699999999995,416.1,10.7,31.0
4.66032,416.1,11.2,31.0
4.86837,416.1,11.7,31.0
5.0336,416.0,12.1,31.0
5.03118,415.8,12.1,31.0
5.03118,415.8,12.1,31.0
4.864859999999999,415.8,11.7,31.0
5.281929999999999,415.9,12.7,31.0
4.16,416.0,10.0,31.0
2.004,417.5,4.8,31.0
0.0,419.0,0.0,31.0
0.0,419.8,0.0,31.0
0.04194,419.4,0.1,31.0
0.16772000000000004,419.3,0.4,31.0
0.16772000000000004,419.3,0.4,31.0
0.20959999999999998,419.2,0.5,31.0
0.04192,419.2,0.1,31.0
0.12578999999999999,419.3,0.3,31.0
0.04193000000000001,419.3,0.1,31.0
0.12578999999999999,419.3,0.3,31.0
0.20965,419.3,0.5,31.0
0.12578999999999999,419.3,0.3,31.0
0.04193000000000001,419.3,0.1,31.0
0.16772000000000004,419.3,0.4,31.0
0.08386000000000002,419.3,0.2,31.0
0.16772000000000004,419.3,0.4,31.0
0.20965,419.3,0.5,31.0
0.71298,419.4,1.7,31.0
1.63098,418.2,3.9,31.0
1.8405200000000002,418.3,4.4,31.0
2.75748,417.8,6.6,31.0
2.63025,417.5,6.3,31.0
2.46325,417.5,5.9,31.0
2.67328,417.7,6.4,31.0
2.9232000000000005,417.6,7.0,31.0
3.7928800000000003,416.8,9.1,31.0
4.41066,416.1,10.6,31.0
4.5782,416.2,11.0,31.0
5.57038,415.7,13.4,31.0
5.7339,415.5,13.8,31.0
5.111880000000001,415.6,12.3,31.0
4.6558399999999995,415.7,11.2,31.0
2.62836,417.2,6.3,31.0
2.9217999999999997,417.4,7.0,31.0
2.21116,417.2,5.3,31.0
0.8790600000000001,418.6,2.1,31.0
0.419,419.0,1.0,31.0
1.3817099999999998,418.7,3.3,31.0
2.42208,417.6,5.8,31.0
2.0472200000000003,417.8,4.9,31.0
2.0895,417.9,5.0,31.0
2.33912,417.7,5.6,31.0
2.13027,417.7,5.1,31.0
0.0,418.5,0.0,31.0
0.0,419.7,0.0,31.0
0.08388,419.4,0.2,31.0
0.4189,418.9,1.0,31.0
0.12578999999999999,419.3,0.3,31.0
0.12578999999999999,419.3,0.3,31.0
0.16772000000000004,419.3,0.4,31.0
0.12578999999999999,419.3,0.3,31.0
0.7126399999999999,419.2,1.7,31.0
2.00544,417.8,4.8,31.0
1.75518,417.9,4.2,31.0
0.87843,418.3,2.1,31.0
0.0,419.1,0.0,31.0
0.1678,419.5,0.4,31.0
1.3404800000000001,418.9,3.2,31.0
2.04869,418.1,4.9,31.0
1.9228,418.0,4.6,31.0
1.88145,418.1,4.5,31.0
1.6728,418.2,4.0,31.0
1.58954,418.3,3.8,31.0
1.8400800000000002,418.2,4.4,31.0
2.25774,418.1,5.4,31.0
3.29825,417.5,7.9,31.0
3.0872800000000002,417.2,7.4,31.0
3.29588,417.2,7.9,31.0
3.0038400000000003,417.2,7.2,31.0
3.0038400000000003,417.2,7.2,31.0
1.37808,417.6,3.3,31.0
1.00464,418.6,2.4,31.0
1.33888,418.4,3.2,31.0
1.50624,418.4,3.6,31.0
1.63098,418.2,3.9,31.0
2.04771,417.9,4.9,31.0
2.5061999999999998,417.7,6.0,31.0
2.33912,417.7,5.6,31.0
2.9232000000000005,417.6,7.0,31.0
2.9204,417.2,7.0,31.0
3.5453500000000004,417.1,8.5,31.0
3.50028,416.7,8.4,31.0
5.4106,416.2,13.0,31.0
5.4015,415.5,13.0,31.0
4.158,415.8,10.0,31.0
3.24948,416.6,7.8,31.0
3.0031200000000005,417.1,7.2,31.0
3.12825,417.1,7.5,31.0
2.54675,417.5,6.1,31.0
2.672,417.5,6.4,31.0
2.62962,417.4,6.3,31.0
2.54553,417.3,6.1,31.0
3.0038400000000003,417.2,7.2,31.0
3.0038400000000003,417.2,7.2,31.0
2.83696,417.2,6.8,31.0
3.129,417.2,7.5,31.0
3.0031200000000005,417.1,7.2,31.0
3.2525999999999997,417.0,7.8,31.0
3.04483,417.1,7.3,31.0
3.5445,417.0,8.5,31.0
3.87717,416.9,9.3,31.0
5.8212,415.8,14.0,31.0
5.68687,415.1,13.7,31.0
4.73442,415.3,11.4,31.0
4.658079999999999,415.9,11.2,31.0
4.8256,416.0,11.6,31.0
4.49064,415.8,10.8,31.0
4.532220000000001,415.8,10.9,31.0
4.824439999999999,415.9,11.6,31.0
4.784,416.0,11.5,31.0
2.04232,416.8,4.9,31.0
2.33912,417.7,5.6,31.0
3.3384,417.3,8.0,31.0
4.12137,416.3,9.9,31.0
3.49776,416.4,8.4,31.0
1.3800599999999998,418.2,3.3,31.0
1.8396400000000004,418.1,4.4,31.0
2.1307799999999997,417.8,5.1,31.0
2.96425,417.5,7.1,31.0
2.9606999999999997,417.0,7.1,31.0
2.75352,417.2,6.6,31.0
0.66944,418.4,1.6,31.0
0.8790600000000001,418.6,2.1,31.0
1.29704,418.4,3.1,31.0
1.2130699999999999,418.3,2.9,31.0
1.3385600000000002,418.3,3.2,31.0
1.4633500000000002,418.1,3.5,31.0
2.63025,417.5,6.3,31.0
2.7124500000000005,417.3,6.5,31.0
2.79457,417.1,6.7,31.0
2.54614,417.4,6.1,31.0
2.3374399999999995,417.4,5.6,31.0
2.4209199999999997,417.4,5.8,31.0
2.67072,417.3,6.4,31.0
2.46207,417.3,5.9,31.0
2.338,417.5,5.6,31.0
1.3385600000000002,418.3,3.2,31.0
1.29673,418.3,3.1,31.0
1.4640499999999999,418.3,3.5,31.0
1.6305900000000002,418.1,3.9,31.0
1.83876,417.9,4.4,31.0
1.672,418.0,4.0,31.0
1.88055,417.9,4.5,31.0
1.672,418.0,4.0,31.0
1.7556,418.0,4.2,31.0
1.88055,417.9,4.5,31.0
1.8392,418.0,4.4,31.0
2.0472200000000003,417.8,4.9,31.0
2.17152,417.6,5.2,31.0
2.1307799999999997,417.8,5.1,31.0
2.00448,417.6,4.8,31.0
1.8378800000000002,417.7,4.4,31.0
2.00544,417.8,4.8,31.0
2.0059199999999997,417.9,4.8,31.0
2.0059199999999997,417.9,4.8,31.0
1.7969699999999997,417.9,4.3,31.0
1.4218799999999998,418.2,3.4,31.0
1.33792,418.1,3.2,31.0
1.42154,418.1,3.4,31.0
1.5469700000000002,418.1,3.7,31.0
1.5469700000000002,418.1,3.7,31.0
1.12914,418.2,2.7,31.0
0.4189,418.9,1.0,31.0
0.4189,418.9,1.0,31.0
0.0,419.3,0.0,31.0
0.0,419.2,0.0,31.0
0.25139999999999996,419.0,0.6,31.0
0.20955000000000001,419.1,0.5,31.0
0.08382,419.1,0.2,31.0
0.12575999999999998,419.2,0.3,31.0
0.04192,419.2,0.1,31.0
0.12573,419.1,0.3,31.0
0.16768,419.2,0.4,31.0
0.08384,419.2,0.2,31.0
0.25151999999999997,419.2,0.6,31.0
0.87948,418.8,2.1,31.0
1.29673,418.3,3.1,31.0
1.3385600000000002,418.3,3.2,31.0
1.29704,418.4,3.1,31.0
1.4640499999999999,418.3,3.5,31.0
1.42222,418.3,3.4,31.0
1.63098,418.2,3.9,31.0
2.25612,417.8,5.4,31.0
2.5061999999999998,417.7,6.0,31.0
2.4215,417.5,5.8,31.0
2.2545,417.5,5.4,31.0
2.38032,417.6,5.7,31.0
2.38032,417.6,5.7,31.0
1.7129799999999997,417.8,4.1,31.0
1.42154,418.1,3.4,31.0
0.0,419.3,0.0,31.0
0.0,419.5,0.0,31.0
0.08386000000000002,419.3,0.2,31.0
0.33528,419.1,0.8,31.0
0.3771900000000001,419.1,0.9,31.0
0.33520000000000005,419.0,0.8,31.0
0.41910000000000003,419.1,1.0,31.0
1.8405200000000002,418.3,4.4,31.0
2.4238199999999996,417.9,5.8,31.0
2.3385599999999998,417.6,5.6,31.0
1.4212,418.0,3.4,31.0
0.37701,418.9,0.9,31.0
0.87948,418.8,2.1,31.0
1.88145,418.1,4.5,31.0
5.79074,416.6,13.9,31.0
6.5155,415.0,15.7,31.0
6.184990000000001,415.1,14.9,31.0
5.68687,415.1,13.7,31.0
5.5663599999999995,415.4,13.4,31.0
4.94445,415.5,11.9,31.0
5.1522,415.5,12.4,31.0
5.52482,415.4,13.3,31.0
4.94445,415.5,11.9,31.0
5.3573699999999995,415.3,12.9,31.0
5.315840000000001,415.3,12.8,31.0
3.7395,415.5,9.0,31.0
1.45985,417.1,3.5,31.0
0.66944,418.4,1.6,31.0
0.0,418.8,0.0,31.0
0.0,419.2,0.0,31.0
0.2095,419.0,0.5,31.0
0.29322999999999994,418.9,0.7,31.0
0.0,419.1,0.0,31.0
0.20955000000000001,419.1,0.5,31.0
0.08382,419.1,0.2,31.0
0.12573,419.1,0.3,31.0
0.12573,419.1,0.3,31.0
0.16768,419.2,0.4,31.0
0.12573,419.1,0.3,31.0
0.25151999999999997,419.2,0.6,31.0
0.16768,419.2,0.4,31.0
0.20955000000000001,419.1,0.5,31.0
0.16768,419.2,0.4,31.0
0.20959999999999998,419.2,0.5,31.0
0.16768,419.2,0.4,31.0
0.16768,419.2,0.4,31.0
1.34016,418.8,3.2,31.0
1.8392,418.0,4.4,31.0
1.58916,418.2,3.8,31.0
1.4637,418.2,3.5,31.0
2.09,418.0,5.0,31.0
2.0895,417.9,5.0,31.0
2.58788,417.4,6.2,31.0
4.2096800000000005,416.8,10.1,31.0
4.94564,415.6,11.9,31.0
4.906440000000001,415.8,11.8,31.0
4.779400000000001,415.6,11.5,31.0
5.5650200000000005,415.3,13.4,31.0
5.646719999999999,415.2,13.6,31.0
5.64808,415.3,13.6,31.0
5.19,415.2,12.5,31.0
5.563680000000001,415.2,13.4,31.0
5.895839999999999,415.2,14.2,31.0
5.76711,414.9,13.9,31.0
6.014600000000001,414.8,14.5,31.0
6.219,414.6,15.0,31.0
2.7502199999999997,416.7,6.6,31.0
1.54549,417.7,3.7,31.0
2.00544,417.8,4.8,31.0
2.58788,417.4,6.2,31.0
1.2519,417.3,3.0,31.0
0.0,419.3,0.0,31.0
0.0,419.3,0.0,31.0
0.12573,419.1,0.3,31.0
0.16760000000000003,419.0,0.4,31.0
0.16760000000000003,419.0,0.4,31.0
0.25139999999999996,419.0,0.6,31.0
0.12569999999999998,419.0,0.3,31.0
0.12573,419.1,0.3,31.0
1.29766,418.6,3.1,31.0
1.5469700000000002,418.1,3.7,31.0
0.71162,418.6,1.7,31.0
0.04188,418.8,0.1,31.0
0.0,419.2,0.0,31.0
0.08384,419.2,0.2,31.0
0.29337,419.1,0.7,31.0
0.6699200000000001,418.7,1.6,31.0
1.13022,418.6,2.7,31.0
1.7138,418.0,4.1,31.0
2.04673,417.7,4.9,31.0
1.8383200000000002,417.8,4.4,31.0
1.6716,417.9,4.0,31.0
1.7973999999999999,418.0,4.3,31.0
1.7138,418.0,4.1,31.0
1.9223399999999997,417.9,4.6,31.0
2.79591,417.3,6.7,31.0
2.46207,417.3,5.9,31.0
2.62962,417.4,6.3,31.0
2.46325,417.5,5.9,31.0
2.2545,417.5,5.4,31.0
1.672,418.0,4.0,31.0
1.6716,417.9,4.0,31.0
1.8801,417.8,4.5,31.0
2.4638400000000003,417.6,5.9,31.0
4.6242600000000005,416.6,11.1,31.0
5.89442,415.1,14.2,31.0
5.27304,415.2,12.7,31.0
5.441739999999999,415.4,13.1,31.0
6.30496,414.8,15.2,31.0
6.4232,414.4,15.5,31.0
4.399,415.0,10.6,31.0
2.2946,417.2,5.5,31.0
2.67008,417.2,6.4,31.0
1.21133,417.7,2.9,31.0
1.2546,418.2,3.0,31.0
2.0063999999999997,418.0,4.8,31.0
6.72786,415.3,16.2,31.0
7.170850000000001,414.5,17.3,31.0
8.34866,413.3,20.2,31.0
7.90167,413.7,19.1,31.0
7.20012,413.8,17.4,31.0
7.89594,413.4,19.1,31.0
4.846139999999999,414.2,11.7,31.0
5.437810000000001,415.1,13.1,31.0
2.65984,415.6,6.4,31.0
2.21222,417.4,5.3,31.0
3.1692,417.0,7.6,31.0
2.9175999999999997,416.8,7.0,31.0
3.6252899999999997,416.7,8.7,31.0
3.7883299999999998,416.3,9.1,31.0
3.2055100000000003,416.3,7.7,31.0
3.3736499999999996,416.5,8.1,31.0
3.332,416.5,8.0,31.0
3.54025,416.5,8.5,31.0
3.2062799999999996,416.4,7.7,31.0
2.0016,417.0,4.8,31.0
1.4191599999999998,417.4,3.4,31.0
1.21249,418.1,2.9,31.0
1.54623,417.9,3.7,31.0
1.54549,417.7,3.7,31.0
2.29625,417.5,5.5,31.0
2.12925,417.5,5.1,31.0
1.96178,417.4,4.7,31.0
1.62864,417.6,3.9,31.0
1.7961099999999999,417.7,4.3,31.0
1.9204999999999999,417.5,4.6,31.0
2.6688,417.0,6.4,31.0
2.7105,417.0,6.5,31.0
2.3363199999999997,417.2,5.6,31.0
2.12823,417.3,5.1,31.0
2.04526,417.4,4.9,31.0
2.00352,417.4,4.8,31.0
1.5865,417.5,3.8,31.0
1.4623,417.8,3.5,31.0
1.8801,417.8,4.5,31.0
1.62864,417.6,3.9,31.0
1.50408,417.8,3.6,31.0
1.3794,418.0,3.3,31.0
0.7949599999999999,418.4,1.9,31.0
0.8368,418.4,2.0,31.0
0.9202600000000001,418.3,2.2,31.0
1.00392,418.3,2.4,31.0
1.21278,418.2,2.9,31.0
2.3385599999999998,417.6,5.6,31.0
2.21169,417.3,5.3,31.0
2.088,417.6,5.0,31.0
1.58726,417.7,3.8,31.0
1.96319,417.7,4.7,31.0
1.9627200000000002,417.6,4.7,31.0
2.171,417.5,5.2,31.0
2.4209199999999997,417.4,5.8,31.0
2.21222,417.4,5.3,31.0
1.9200399999999997,417.4,4.6,31.0
1.8796499999999998,417.7,4.5,31.0
1.7547600000000003,417.8,4.2,31.0
1.4623,417.8,3.5,31.0
1.0873199999999998,418.2,2.6,31.0
1.2546,418.2,3.0,31.0
1.12914,418.2,2.7,31.0
1.4212,418.0,3.4,31.0
1.3794,418.0,3.3,31.0
1.2122,418.0,2.9,31.0
1.1706800000000002,418.1,2.8,31.0
0.71111,418.3,1.7,31.0
0.4186,418.6,1.0,31.0
0.5024399999999999,418.7,1.2,31.0
0.20934999999999998,418.7,0.5,31.0
0.20945,418.9,0.5,31.0
0.0,419.0,0.0,31.0
0.04190000000000001,419.0,0.1,31.0
0.04190000000000001,419.0,0.1,31.0
0.16760000000000003,419.0,0.4,31.0
0.08380000000000001,419.0,0.2,31.0
0.29316,418.8,0.7,31.0
0.20945,418.9,0.5,31.0
0.16756000000000001,418.9,0.4,31.0
0.29322999999999994,418.9,0.7,31.0
0.20945,418.9,0.5,31.0
0.33512000000000003,418.9,0.8,31.0
0.5445699999999999,418.9,1.3,31.0
1.00416,418.4,2.4,31.0
1.08784,418.4,2.6,31.0
0.87885,418.5,2.1,31.0
0.87885,418.5,2.1,31.0
2.4244,418.0,5.8,31.0
2.54675,417.5,6.1,31.0
2.54614,417.4,6.1,31.0
1.7535,417.5,4.2,31.0
0.6696,418.5,1.6,31.0
0.20945,418.9,0.5,31.0
0.04191,419.1,0.1,31.0
0.04191,419.1,0.1,31.0
0.2095,419.0,0.5,31.0
0.2095,419.0,0.5,31.0
0.2095,419.0,0.5,31.0
0.37710000000000005,419.0,0.9,31.0
1.046,418.4,2.5,31.0
0.9625499999999999,418.5,2.3,31.0
0.6699200000000001,418.7,1.6,31.0
0.6699200000000001,418.7,1.6,31.0
0.79553,418.7,1.9,31.0
0.6699200000000001,418.7,1.6,31.0
0.79553,418.7,1.9,31.0
1.0465,418.6,2.5,31.0
2.5928400000000003,418.2,6.2,31.0
4.153,415.3,10.0,31.0
5.7796199999999995,415.8,13.9,31.0
4.7725,415.0,11.5,31.0
5.943080000000001,415.6,14.3,31.0
6.05316,414.6,14.6,31.0
7.252,414.4,17.5,31.0
7.568880000000001,413.6,18.3,31.0
7.443,413.5,18.0,31.0
5.6304,414.0,13.6,31.0
4.7355599999999995,415.4,11.4,31.0
3.91228,416.2,9.4,31.0
3.66432,416.4,8.8,31.0
1.58612,417.4,3.8,31.0
0.9200400000000001,418.2,2.2,31.0
1.2543000000000002,418.1,3.0,31.0
1.4208599999999998,417.9,3.4,31.0
1.5880199999999998,417.9,3.8,31.0
1.04475,417.9,2.5,31.0
0.0,418.7,0.0,31.0
0.0,419.2,0.0,31.0
0.16760000000000003,419.0,0.4,31.0
0.16756000000000001,418.9,0.4,31.0
0.08378000000000001,418.9,0.2,31.0
0.12566999999999998,418.9,0.3,31.0
0.12569999999999998,419.0,0.3,31.0
0.16756000000000001,418.9,0.4,31.0
0.16760000000000003,419.0,0.4,31.0
0.04190000000000001,419.0,0.1,31.0
0.2095,419.0,0.5,31.0
0.12569999999999998,419.0,0.3,31.0
0.12569999999999998,419.0,0.3,31.0
0.2095,419.0,0.5,31.0
0.12569999999999998,419.0,0.3,31.0
0.12569999999999998,419.0,0.3,31.0
0.16760000000000003,419.0,0.4,31.0
1.4654500000000001,418.7,3.5,31.0
2.7124500000000005,417.3,6.5,31.0
2.1287399999999996,417.4,5.1,31.0
2.0049599999999996,417.7,4.8,31.0
4.164,416.4,10.0,31.0
5.48328,415.4,13.2,31.0
5.56234,415.1,13.4,31.0
7.120799999999999,414.0,17.2,31.0
8.179380000000002,413.1,19.8,31.0
8.301300000000001,413.0,20.1,31.0
6.07845,413.5,14.7,31.0
3.28324,415.6,7.9,31.0
4.24626,416.3,10.2,31.0
5.195,415.6,12.5,31.0
4.818639999999999,415.4,11.6,31.0
3.117,415.6,7.5,31.0
1.4616000000000002,417.6,3.5,31.0
0.0,418.8,0.0,31.0
0.6699200000000001,418.7,1.6,31.0
1.7978299999999998,418.1,4.3,31.0
2.5031999999999996,417.2,6.0,31.0
1.96131,417.3,4.7,31.0
0.5014799999999999,417.9,1.2,31.0
0.0,418.9,0.0,31.0
0.0,419.1,0.0,31.0
0.041890000000000004,418.9,0.1,31.0
0.16752,418.8,0.4,31.0
0.20945,418.9,0.5,31.0
0.12566999999999998,418.9,0.3,31.0
0.20945,418.9,0.5,31.0
0.12566999999999998,418.9,0.3,31.0
1.3392,418.5,3.2,31.0
2.171,417.5,5.2,31.0
2.17204,417.7,5.2,31.0
0.79344,417.6,1.9,31.0
0.2088,417.6,0.5,31.0
0.0,419.1,0.0,31.0
0.5865999999999999,419.0,1.4,31.0
3.3432,417.9,8.0,31.0
3.3328,416.6,8.0,31.0
2.3363199999999997,417.2,5.6,31.0
0.6688000000000001,418.0,1.6,31.0
2.7124500000000005,417.3,6.5,31.0
3.9207400000000003,417.1,9.4,31.0
5.857139999999999,415.4,14.1,31.0
6.8343,414.2,16.5,31.0
6.25895,414.5,15.1,31.0
5.84727,414.7,14.1,31.0
