kW,V,I,t
0.0,0.3,0.0,182.0
0.0,0.4,0.0,183.0
0.0,328.5,0.0,184.0
0.0,386.0,0.0,185.0
0.0,385.9,0.0,186.0
0.0,385.9,0.0,187.0
0.0,385.8,0.0,188.0
0.0,385.9,0.0,189.0
0.0,385.9,0.0,190.0
0.0,386.0,0.0,191.0
0.0,386.0,0.0,192.0
0.0,385.7,0.0,193.0
0.0,385.8,0.0,194.0
0.0,385.7,0.0,195.0
-0.0,385.2,-0.0,196.0
-0.0,384.9,-0.0,197.0
0.0,384.7,0.0,198.0
1.5244000000000002,381.1,4.0,199.0
3.0264,378.3,8.0,200.0
4.5047999999999995,375.4,12.0,201.0
3.765,376.5,10.0,202.0
2.2752,379.2,6.0,203.0
4.498799999999999,374.9,12.0,204.0
3.764,376.4,10.0,205.0
2.6474,378.2,7.0,206.0
2.6446,377.8,7.0,207.0
3.758,375.8,10.0,208.0
3.76,376.0,10.0,209.0
4.1239,374.9,11.0,210.0
3.3857999999999997,376.2,9.0,211.0
3.0111999999999997,376.4,8.0,212.0
3.0071999999999997,375.9,8.0,213.0
5.202400000000001,371.6,14.0,214.0
3.0024,375.3,8.0,215.0
2.2691999999999997,378.2,6.0,216.0
5.202400000000001,371.6,14.0,217.0
4.0996999999999995,372.7,11.0,218.0
5.2038,371.7,14.0,219.0
4.8412,372.4,13.0,220.0
4.461600000000001,371.8,12.0,221.0
4.8308,371.6,13.0,222.0
5.904,369.0,16.0,223.0
4.456799999999999,371.4,12.0,224.0
4.466399999999999,372.2,12.0,225.0
-1.1475,382.5,-3.0,226.0
0.0,380.8,0.0,227.0
1.512,378.0,4.0,228.0
1.1366999999999998,378.9,3.0,229.0
0.7594,379.7,2.0,230.0
0.0,381.4,0.0,231.0
0.0,381.3,0.0,232.0
0.0,381.5,0.0,233.0
0.0,381.8,0.0,234.0
0.0,382.1,0.0,235.0
0.0,382.2,0.0,236.0
0.0,382.2,0.0,237.0
0.0,95.4,0.0,238.0
0.0,32.9,0.0,239.0
0.0,11.3,0.0,240.0
0.0,4.1,0.0,241.0
0.0,1.7,0.0,242.0
0.0,0.8,0.0,243.0
0.0,0.5,0.0,244.0
0.0,0.4,0.0,245.0
0.0,0.4,0.0,246.0
0.0,0.3,0.0,247.0
0.0,0.4,0.0,248.0
0.0,0.3,0.0,249.0
0.0,0.3,0.0,250.0
0.0,0.4,0.0,251.0
0.0,0.4,0.0,252.0
0.0,0.4,0.0,253.0
0.0,0.3,0.0,254.0
0.0,0.4,0.0,255.0
0.0,0.3,0.0,256.0
0.0,0.4,0.0,257.0
0.0,0.4,0.0,258.0
0.0,0.4,0.0,259.0
0.0,0.4,0.0,260.0
0.0,0.4,0.0,261.0
0.0,0.4,0.0,262.0
0.0,0.3,0.0,263.0
0.0,0.3,0.0,264.0
0.0,0.3,0.0,265.0
0.0,0.3,0.0,266.0
0.0,0.3,0.0,267.0
0.0,0.3,0.0,268.0
0.0,0.3,0.0,269.0
0.0,0.3,0.0,270.0
0.0,0.3,0.0,271.0
0.0,0.4,0.0,272.0
0.0,0.3,0.0,273.0
0.0,0.3,0.0,274.0
0.0,0.3,0.0,275.0
0.0,0.4,0.0,276.0
0.0,0.3,0.0,277.0
0.0,0.3,0.0,278.0
0.0,0.4,0.0,279.0
0.0,0.3,0.0,280.0
0.0,0.4,0.0,281.0
0.0,0.3,0.0,282.0
0.0,0.3,0.0,283.0
0.0,0.3,0.0,284.0
0.0,0.4,0.0,285.0
0.0,0.3,0.0,286.0
0.0,0.3,0.0,287.0
0.0,0.3,0.0,288.0
0.0,0.3,0.0,289.0
0.0,0.4,0.0,290.0
0.0,0.4,0.0,291.0
0.0,0.4,0.0,292.0
0.0,0.4,0.0,293.0
0.0,0.3,0.0,294.0
0.0,0.3,0.0,295.0
0.0,0.3,0.0,296.0
0.0,0.4,0.0,297.0
0.0,0.3,0.0,298.0
0.0,0.3,0.0,299.0
0.0,0.3,0.0,300.0
0.0,0.4,0.0,301.0
0.0,0.3,0.0,302.0
0.0,0.3,0.0,303.0
0.0,0.3,0.0,304.0
0.0,0.3,0.0,305.0
0.0,0.4,0.0,306.0
0.0,0.3,0.0,307.0
0.0,0.4,0.0,308.0
0.0,0.3,0.0,309.0
0.0,0.3,0.0,310.0
0.0,0.3,0.0,311.0
0.0,0.3,0.0,312.0
0.0,0.3,0.0,313.0
0.0,0.4,0.0,314.0
0.0,0.3,0.0,315.0
0.0,0.4,0.0,316.0
0.0,0.3,0.0,317.0
0.0,0.4,0.0,318.0
0.0,0.4,0.0,319.0
0.0,0.4,0.0,320.0
0.0,0.3,0.0,321.0
0.0,0.3,0.0,322.0
0.0,0.4,0.0,323.0
0.0,0.3,0.0,324.0
0.0,0.4,0.0,325.0
0.0,0.3,0.0,326.0
0.0,0.3,0.0,327.0
0.0,0.4,0.0,328.0
0.0,0.4,0.0,329.0
0.0,0.3,0.0,330.0
0.0,0.3,0.0,331.0
0.0,0.2,0.0,332.0
0.0,0.3,0.0,333.0
0.0,0.4,0.0,334.0
0.0,0.4,0.0,335.0
0.0,0.4,0.0,336.0
0.0,0.3,0.0,337.0
0.0,0.3,0.0,338.0
0.0,0.4,0.0,339.0
0.0,0.3,0.0,340.0
0.0,0.3,0.0,341.0
0.0,0.3,0.0,342.0
0.0,0.3,0.0,343.0
0.0,0.3,0.0,344.0
0.0,0.4,0.0,345.0
0.0,0.4,0.0,346.0
0.0,0.3,0.0,347.0
0.0,0.3,0.0,348.0
0.0,0.4,0.0,349.0
0.0,322.1,0.0,350.0
0.0,384.6,0.0,351.0
0.0,384.7,0.0,352.0
0.0,384.7,0.0,353.0
0.0,384.7,0.0,354.0
0.0,384.7,0.0,355.0
0.0,384.7,0.0,356.0
0.0,384.7,0.0,357.0
0.0,384.7,0.0,358.0
0.0,384.7,0.0,359.0
0.0,384.7,0.0,360.0
0.0,384.7,0.0,361.0
0.0,384.7,0.0,362.0
0.0,384.7,0.0,363.0
0.0,384.7,0.0,364.0
0.0,384.7,0.0,365.0
0.0,384.7,0.0,366.0
0.0,384.7,0.0,367.0
0.0,384.7,0.0,368.0
0.0,384.6,0.0,369.0
0.0,384.7,0.0,370.0
0.0,384.8,0.0,371.0
0.0,382.4,0.0,372.0
1.5192,379.8,4.0,373.0
3.0111999999999997,376.4,8.0,374.0
3.3812999999999995,375.7,9.0,375.0
4.1239,374.9,11.0,376.0
4.1217,374.7,11.0,377.0
3.752,375.2,10.0,378.0
4.1151,374.1,11.0,379.0
4.483200000000001,373.6,12.0,380.0
2.6312999999999995,375.9,7.0,381.0
3.748,374.8,10.0,382.0
4.1085,373.5,11.0,383.0
3.748,374.8,10.0,384.0
3.3714,374.6,9.0,385.0
2.6341,376.3,7.0,386.0
2.6306,375.8,7.0,387.0
5.896,368.5,16.0,388.0
4.1063,373.3,11.0,389.0
4.8295,371.5,13.0,390.0
4.0854,371.4,11.0,391.0
4.456799999999999,371.4,12.0,392.0
5.187,370.5,14.0,393.0
4.8022,369.4,13.0,394.0
4.8061,369.7,13.0,395.0
2.6172999999999997,373.9,7.0,396.0
4.4472000000000005,370.6,12.0,397.0
3.717,371.7,10.0,398.0
2.2476000000000003,374.6,6.0,399.0
0.0,379.3,0.0,400.0
0.0,379.2,0.0,401.0
0.0,380.1,0.0,402.0
0.0,379.9,0.0,403.0
0.0,379.9,0.0,404.0
0.0,380.2,0.0,405.0
0.0,380.6,0.0,406.0
0.0,380.5,0.0,407.0
0.0,380.8,0.0,408.0
0.0,380.7,0.0,409.0
0.0,381.0,0.0,410.0
0.38010000000000005,380.1,1.0,411.0
0.38060000000000005,380.6,1.0,412.0
0.0,381.2,0.0,413.0
0.0,381.2,0.0,414.0
0.0,381.5,0.0,415.0
0.0,381.3,0.0,416.0
0.0,380.7,0.0,417.0
1.1300999999999999,376.7,3.0,418.0
2.6215,374.5,7.0,419.0
4.0876,371.6,11.0,420.0
4.092,372.0,11.0,421.0
5.5335,368.9,15.0,422.0
6.2407,367.1,17.0,423.0
4.444799999999999,370.4,12.0,424.0
4.81,370.0,13.0,425.0
2.9831999999999996,372.9,8.0,426.0
2.2451999999999996,374.2,6.0,427.0
1.8755,375.1,5.0,428.0
2.6172999999999997,373.9,7.0,429.0
2.9888000000000003,373.6,8.0,430.0
3.71,371.0,10.0,431.0
3.713,371.3,10.0,432.0
7.284,364.2,20.0,433.0
3.694,369.4,10.0,434.0
4.4196,368.3,12.0,435.0
2.9736,371.7,8.0,436.0
5.159,368.5,14.0,437.0
4.7788,367.6,13.0,438.0
4.7814000000000005,367.8,13.0,439.0
3.702,370.2,10.0,440.0
3.339,371.0,9.0,441.0
5.145,367.5,14.0,442.0
4.4148,367.9,12.0,443.0
2.597,371.0,7.0,444.0
0.0,377.2,0.0,445.0
0.0,377.7,0.0,446.0
0.0,377.7,0.0,447.0
0.3773,377.3,1.0,448.0
0.378,378.0,1.0,449.0
0.0,378.2,0.0,450.0
0.0,378.4,0.0,451.0
0.0,378.9,0.0,452.0
0.0,379.0,0.0,453.0
0.0,378.9,0.0,454.0
0.0,379.2,0.0,455.0
0.0,379.1,0.0,456.0
0.0,379.4,0.0,457.0
0.0,379.8,0.0,458.0
0.0,379.7,0.0,459.0
-0.3793,379.3,-1.0,460.0
0.0,380.0,0.0,461.0
0.0,380.1,0.0,462.0
0.0,379.9,0.0,463.0
0.0,380.3,0.0,464.0
0.0,380.4,0.0,465.0
0.0,380.2,0.0,466.0
0.0,380.1,0.0,467.0
0.0,380.3,0.0,468.0
0.0,380.4,0.0,469.0
0.0,380.5,0.0,470.0
0.0,380.7,0.0,471.0
0.0,380.4,0.0,472.0
0.0,380.5,0.0,473.0
0.0,380.7,0.0,474.0
0.0,380.9,0.0,475.0
0.0,380.6,0.0,476.0
0.0,380.9,0.0,477.0
0.3792,379.2,1.0,478.0
1.506,376.5,4.0,479.0
2.6145,373.5,7.0,480.0
4.081,371.0,11.0,481.0
5.5155,367.7,15.0,482.0
2.2428000000000003,373.8,6.0,483.0
2.9808000000000003,372.6,8.0,484.0
2.9808000000000003,372.6,8.0,485.0
3.3470999999999997,371.9,9.0,486.0
3.3470999999999997,371.9,9.0,487.0
3.707,370.7,10.0,488.0
4.7814000000000005,367.8,13.0,489.0
4.793099999999999,368.7,13.0,490.0
4.7788,367.6,13.0,491.0
4.7853,368.1,13.0,492.0
-0.3777,377.7,-1.0,493.0
0.3753,375.3,1.0,494.0
5.481,365.4,15.0,495.0
3.693,369.3,10.0,496.0
2.96,370.0,8.0,497.0
2.2302,371.7,6.0,498.0
5.124,366.0,14.0,499.0
2.96,370.0,8.0,500.0
3.69,369.0,10.0,501.0
3.684,368.4,10.0,502.0
4.773599999999999,367.2,13.0,503.0
5.4735,364.9,15.0,504.0
-0.0,375.8,-0.0,505.0
2.964,370.5,8.0,506.0
-0.37660000000000005,376.6,-1.0,507.0
0.0,376.5,0.0,508.0
0.0,376.8,0.0,509.0
0.0,377.2,0.0,510.0
0.0,377.2,0.0,511.0
0.0,377.3,0.0,512.0
0.0,377.7,0.0,513.0
0.0,377.8,0.0,514.0
0.0,377.7,0.0,515.0
0.0,378.0,0.0,516.0
0.0,378.2,0.0,517.0
0.0,201.6,0.0,518.0
0.0,37.5,0.0,519.0
0.0,12.8,0.0,520.0
0.0,4.6,0.0,521.0
0.0,1.8,0.0,522.0
0.0,0.8,0.0,523.0
0.0,0.5,0.0,524.0
0.0,0.4,0.0,525.0
0.0,0.4,0.0,526.0
0.0,0.4,0.0,527.0
0.0,0.4,0.0,528.0
0.0,0.3,0.0,529.0
0.0,0.3,0.0,530.0
0.0,0.4,0.0,531.0
0.0,0.3,0.0,532.0
