kW,V
-0.0,426.0
0.0,426.0
0.0,425.0
0.0,426.0
0.0,425.0
0.0,426.0
0.0,426.0
0.0,425.0
0.425,425.0
1.688,422.0
2.94,420.0
2.94,420.0
2.52,420.0
2.105,421.0
2.105,421.0
2.105,421.0
2.52,420.0
3.352,419.0
4.587,417.0
4.17,417.0
3.753,417.0
4.17,417.0
4.17,417.0
4.17,417.0
4.17,417.0
4.16,416.0
4.98,415.0
5.796,414.0
5.796,414.0
5.382,414.0
5.782,413.0
5.782,413.0
5.782,413.0
5.782,413.0
4.968,414.0
5.382,414.0
5.782,413.0
5.796,414.0
5.782,413.0
5.768,412.0
5.768,412.0
6.195,413.0
6.195,413.0
6.18,412.0
6.18,412.0
7.398,411.0
7.771,409.0
7.398,411.0
7.362,409.0
7.752,408.0
7.771,409.0
7.771,409.0
7.79,410.0
8.16,408.0
8.16,408.0
8.16,408.0
8.16,408.0
8.568,408.0
8.16,408.0
8.568,408.0
8.16,408.0
8.568,408.0
8.547,407.0
8.568,408.0
8.954,407.0
9.338,406.0
7.362,409.0
6.576,411.0
4.16,416.0
1.263,421.0
3.753,417.0
6.18,412.0
6.576,411.0
5.382,414.0
4.15,415.0
5.382,414.0
4.16,416.0
4.16,416.0
-0.85,425.0
-0.852,426.0
-0.424,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
-0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
-0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.424,424.0
0.846,423.0
0.0,424.0
-0.0,424.0
0.846,423.0
1.684,421.0
2.52,420.0
2.933,419.0
-0.425,425.0
-0.425,425.0
-0.0,425.0
0.0,424.0
0.424,424.0
0.846,423.0
0.844,422.0
0.844,422.0
0.846,423.0
0.846,423.0
0.846,423.0
1.266,422.0
1.266,422.0
2.1,420.0
2.52,420.0
1.266,422.0
1.266,422.0
1.263,421.0
1.263,421.0
1.266,422.0
0.846,423.0
0.846,423.0
0.844,422.0
0.846,423.0
3.762,418.0
3.344,418.0
0.844,422.0
0.844,422.0
0.423,423.0
1.68,420.0
2.1,420.0
1.68,420.0
1.684,421.0
1.68,420.0
2.514,419.0
2.933,419.0
4.98,415.0
2.926,418.0
2.514,419.0
3.344,418.0
3.753,417.0
3.744,416.0
3.744,416.0
2.926,418.0
2.1,420.0
0.0,424.0
-0.425,425.0
2.933,419.0
4.576,416.0
4.16,416.0
4.565,415.0
3.744,416.0
2.508,418.0
2.508,418.0
2.095,419.0
2.1,420.0
-0.425,425.0
-0.425,425.0
-0.0,424.0
0.0,424.0
0.0,424.0
0.846,423.0
0.846,423.0
0.844,422.0
1.684,421.0
2.52,420.0
4.576,416.0
4.98,415.0
2.919,417.0
2.919,417.0
3.744,416.0
4.16,416.0
3.744,416.0
4.565,415.0
4.565,415.0
5.782,413.0
6.18,412.0
6.18,412.0
6.165,411.0
5.768,412.0
-0.425,425.0
-0.852,426.0
-0.424,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.0,424.0
0.423,423.0
2.933,419.0
4.576,416.0
3.336,417.0
2.514,419.0
0.0,423.0
-0.425,425.0
1.263,421.0
1.684,421.0
-0.425,425.0
0.846,423.0
0.423,423.0
0.0,424.0
0.423,423.0
1.266,422.0
2.52,420.0
2.1,420.0
2.926,418.0
4.968,414.0
4.565,415.0
4.16,416.0
4.16,416.0
4.15,415.0
4.968,414.0
4.968,414.0
5.369,413.0
5.369,413.0
4.956,413.0
5.369,413.0
5.782,413.0
5.782,413.0
5.768,412.0
5.768,412.0
4.554,414.0
3.735,415.0
4.15,415.0
4.15,415.0
4.565,415.0
4.565,415.0
4.554,414.0
4.956,413.0
6.592,412.0
6.56,410.0
6.165,411.0
7.38,410.0
5.768,412.0
5.768,412.0
-0.424,424.0
1.257,419.0
0.844,422.0
4.565,415.0
4.98,415.0
3.744,416.0
3.328,416.0
4.554,414.0
9.744,406.0
8.568,408.0
8.16,408.0
7.344,408.0
7.771,409.0
7.771,409.0
7.752,408.0
8.14,407.0
8.16,408.0
8.16,408.0
8.14,407.0
8.526,406.0
8.526,406.0
8.547,407.0
8.547,407.0
8.932,406.0
8.932,406.0
8.91,405.0
9.315,405.0
9.315,405.0
9.315,405.0
9.315,405.0
9.696,404.0
9.696,404.0
9.696,404.0
8.14,407.0
-2.135,427.0
-1.7,425.0
-0.423,423.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,423.0
1.263,421.0
8.2,410.0
7.771,409.0
4.968,414.0
3.328,416.0
4.15,415.0
4.968,414.0
4.956,413.0
1.676,419.0
4.15,415.0
5.369,413.0
3.328,416.0
2.508,418.0
-1.275,425.0
-0.848,424.0
-0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
-0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.0,423.0
0.423,423.0
0.844,422.0
1.684,421.0
6.195,413.0
5.768,412.0
4.554,414.0
-0.0,424.0
-0.85,425.0
2.514,419.0
6.592,412.0
6.97,410.0
4.15,415.0
-0.0,423.0
0.0,423.0
3.753,417.0
4.16,416.0
4.565,415.0
4.15,415.0
2.502,417.0
2.09,418.0
1.676,419.0
2.919,417.0
3.744,416.0
3.744,416.0
3.328,416.0
3.328,416.0
3.328,416.0
3.744,416.0
3.744,416.0
3.735,415.0
3.328,416.0
3.744,416.0
5.369,413.0
5.356,412.0
5.356,412.0
4.543,413.0
4.554,414.0
5.356,412.0
5.356,412.0
5.356,412.0
5.768,412.0
8.16,408.0
7.752,408.0
7.344,408.0
7.344,408.0
7.733,407.0
7.344,408.0
8.12,406.0
7.752,408.0
8.14,407.0
8.12,406.0
8.12,406.0
8.14,407.0
8.12,406.0
8.12,406.0
8.505,405.0
8.91,405.0
8.932,406.0
8.91,405.0
8.91,405.0
9.292,404.0
9.315,405.0
8.91,405.0
9.292,404.0
9.292,404.0
9.292,404.0
9.672,403.0
9.672,403.0
9.672,403.0
10.05,402.0
10.05,402.0
9.672,403.0
10.075,403.0
10.05,402.0
10.075,403.0
10.452,402.0
10.452,402.0
10.827,401.0
10.827,401.0
10.827,401.0
10.827,401.0
2.496,416.0
-2.562,427.0
-1.272,424.0
-0.0,421.0
0.0,421.0
0.0,421.0
0.0,421.0
0.0,421.0
-0.0,422.0
0.0,421.0
0.0,421.0
-0.0,422.0
-0.0,422.0
0.0,421.0
-0.0,422.0
0.0,421.0
0.0,421.0
0.0,422.0
0.0,421.0
0.0,421.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.842,421.0
-0.0,422.0
-0.0,422.0
1.676,419.0
1.676,419.0
1.676,419.0
0.84,420.0
0.842,421.0
0.421,421.0
0.422,422.0
0.842,421.0
1.26,420.0
1.26,420.0
1.676,419.0
2.508,418.0
2.508,418.0
2.09,418.0
1.672,418.0
2.09,418.0
2.09,418.0
-0.0,423.0
-0.423,423.0
6.592,412.0
1.684,421.0
4.554,414.0
4.956,413.0
4.14,414.0
4.14,414.0
4.14,414.0
4.543,413.0
4.543,413.0
4.956,413.0
2.085,417.0
-0.848,424.0
0.84,420.0
5.782,413.0
8.16,408.0
6.56,410.0
5.754,411.0
4.13,413.0
4.532,412.0
4.956,413.0
4.944,412.0
4.944,412.0
3.726,414.0
2.496,416.0
0.0,421.0
-0.848,424.0
-0.423,423.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
0.0,422.0
1.26,420.0
2.508,418.0
2.508,418.0
2.502,417.0
3.328,416.0
4.15,415.0
4.956,413.0
4.543,413.0
6.15,410.0
6.544,409.0
6.544,409.0
6.544,409.0
6.544,409.0
6.544,409.0
