kW,V,I,t1
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.5,0.0,21.0
0.0,464.6,0.0,21.0
0.0,464.6,0.0,21.0
0.0,464.7,0.0,21.0
0.0,464.7,0.0,21.0
0.0,464.8,0.0,21.0
0.0,464.8,0.0,21.0
0.0,464.8,0.0,21.0
0.0,464.8,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.0,464.9,0.0,21.0
0.09262000000000001,463.1,0.2,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.18588,464.7,0.4,21.0
0.09294,464.7,0.2,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.18588,464.7,0.4,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.09294,464.7,0.2,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13938,464.6,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.09294,464.7,0.2,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13938,464.6,0.3,21.0
0.13941,464.7,0.3,21.0
0.13938,464.6,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.13941,464.7,0.3,21.0
0.09294,464.7,0.2,21.0
0.13938,464.6,0.3,21.0
0.13941,464.7,0.3,21.0
0.09292000000000002,464.6,0.2,21.0
0.13941,464.7,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.18584000000000003,464.6,0.4,21.0
0.13941,464.7,0.3,21.0
0.09292000000000002,464.6,0.2,21.0
0.13938,464.6,0.3,21.0
0.13941,464.7,0.3,21.0
0.13938,464.6,0.3,21.0
0.13941,464.7,0.3,21.0
0.13938,464.6,0.3,21.0
0.13941,464.7,0.3,21.0
0.09292000000000002,464.6,0.2,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13941,464.7,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13941,464.7,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.09292000000000002,464.6,0.2,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.18584000000000003,464.6,0.4,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.09292000000000002,464.6,0.2,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.18584000000000003,464.6,0.4,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.18588,464.7,0.4,21.0
0.09292000000000002,464.6,0.2,21.0
0.09292000000000002,464.6,0.2,21.0
0.13938,464.6,0.3,21.0
0.09292000000000002,464.6,0.2,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.09292000000000002,464.6,0.2,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.18584000000000003,464.6,0.4,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.09292000000000002,464.6,0.2,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.18584000000000003,464.6,0.4,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.13938,464.6,0.3,21.0
0.18584000000000003,464.6,0.4,21.0
1.0669699999999998,463.9,2.3,21.0
2.36028,462.8,5.1,21.0
5.9605,458.5,13.0,21.0
6.017879999999999,455.9,13.2,21.0
8.1954,455.3,18.0,21.0
6.2156899999999995,453.7,13.7,21.0
11.15008,449.6,24.8,21.0
12.412370000000001,448.1,27.7,21.0
13.69527,446.1,30.7,21.0
15.843660000000002,443.8,35.7,21.0
16.037339999999997,441.8,36.3,21.0
18.876,440.0,42.9,21.0
19.19316,438.2,43.8,21.0
20.99084,436.4,48.1,21.0
21.3346,435.4,49.0,21.0
22.862399999999997,433.0,52.8,21.0
25.423099999999998,430.9,59.0,21.0
27.15072,429.6,63.2,21.0
28.741439999999997,427.7,67.2,21.0
29.343199999999996,426.5,68.8,21.0
29.642639999999997,425.9,69.6,21.0
27.74912,425.6,65.2,21.0
27.873480000000004,426.2,65.4,21.0
28.342299999999998,426.2,66.5,21.0
26.8506,426.2,63.0,21.0
27.104350000000004,425.5,63.7,21.0
27.74912,425.6,65.2,21.0
27.785149999999998,425.5,65.3,21.0
27.713069999999995,425.7,65.1,21.0
27.021079999999998,426.2,63.4,21.0
8.736099999999999,439.0,19.9,21.0
0.0,453.8,0.0,21.0
0.0,469.0,0.0,21.0
0.0,465.8,0.0,21.0
0.18475999999999998,461.9,0.4,21.0
0.09230000000000001,461.5,0.2,21.0
0.0,461.8,0.0,21.0
0.0,462.0,0.0,21.0
0.09242000000000002,462.1,0.2,21.0
0.18480000000000002,462.0,0.4,21.0
0.23105,462.1,0.5,21.0
0.231,462.0,0.5,21.0
0.23105,462.1,0.5,21.0
0.13863,462.1,0.3,21.0
0.18484000000000003,462.1,0.4,21.0
0.13863,462.1,0.3,21.0
0.13866,462.2,0.3,21.0
0.09244,462.2,0.2,21.0
0.2311,462.2,0.5,21.0
0.2311,462.2,0.5,21.0
0.09246000000000001,462.3,0.2,21.0
0.18492000000000003,462.3,0.4,21.0
0.18492000000000003,462.3,0.4,21.0
0.2312,462.4,0.5,21.0
0.18496,462.4,0.4,21.0
0.09248,462.4,0.2,21.0
0.18496,462.4,0.4,21.0
0.185,462.5,0.4,21.0
0.13872,462.4,0.3,21.0
0.23125,462.5,0.5,21.0
0.13875,462.5,0.3,21.0
0.13875,462.5,0.3,21.0
0.185,462.5,0.4,21.0
0.185,462.5,0.4,21.0
0.185,462.5,0.4,21.0
0.13878000000000001,462.6,0.3,21.0
0.74,462.5,1.6,21.0
1.4755200000000002,461.1,3.2,21.0
2.0727,460.6,4.5,21.0
2.02312,459.8,4.4,21.0
1.7943900000000002,460.1,3.9,21.0
2.20704,459.8,4.8,21.0
2.16059,459.7,4.7,21.0
2.20608,459.6,4.8,21.0
2.4813,459.5,5.4,21.0
2.66162,458.9,5.8,21.0
2.79868,458.8,6.1,21.0
2.61573,458.9,5.7,21.0
2.5698399999999997,458.9,5.6,21.0
2.66046,458.7,5.8,21.0
2.9350400000000003,458.6,6.4,21.0
3.0254399999999997,458.4,6.6,21.0
3.2087999999999997,458.4,7.0,21.0
3.52506,457.8,7.7,21.0
3.70575,457.5,8.1,21.0
3.6592,457.4,8.0,21.0
4.24917,456.9,9.3,21.0
4.47468,456.6,9.8,21.0
5.33052,455.6,11.7,21.0
5.68625,454.9,12.5,21.0
5.68125,454.5,12.5,21.0
6.39717,453.7,14.1,21.0
7.155819999999999,452.9,15.8,21.0
7.37086,452.2,16.3,21.0
8.798399999999999,451.2,19.5,21.0
9.65995,449.3,21.5,21.0
9.6449,448.6,21.5,21.0
9.867,448.5,22.0,21.0
9.54453,448.1,21.3,21.0
10.47852,447.8,23.4,21.0
10.476179999999998,447.7,23.4,21.0
8.7477,448.6,19.5,21.0
5.761280000000001,450.1,12.8,21.0
2.20368,459.1,4.8,21.0
2.52175,458.5,5.5,21.0
0.0,461.7,0.0,21.0
0.0,461.4,0.0,21.0
0.0,462.7,0.0,21.0
0.18492000000000003,462.3,0.4,21.0
0.2311,462.2,0.5,21.0
0.0,462.2,0.0,21.0
0.18492000000000003,462.3,0.4,21.0
0.18492000000000003,462.3,0.4,21.0
0.18492000000000003,462.3,0.4,21.0
0.2312,462.4,0.5,21.0
0.13872,462.4,0.3,21.0
0.18496,462.4,0.4,21.0
0.2312,462.4,0.5,21.0
0.185,462.5,0.4,21.0
0.2312,462.4,0.5,21.0
0.04625,462.5,0.1,21.0
0.185,462.5,0.4,21.0
0.04625,462.5,0.1,21.0
0.09252,462.6,0.2,21.0
0.04625,462.5,0.1,21.0
0.185,462.5,0.4,21.0
0.2313,462.6,0.5,21.0
0.04626,462.6,0.1,21.0
0.04626,462.6,0.1,21.0
0.09252,462.6,0.2,21.0
0.2313,462.6,0.5,21.0
0.18504,462.6,0.4,21.0
0.13878000000000001,462.6,0.3,21.0
0.18504,462.6,0.4,21.0
0.18504,462.6,0.4,21.0
0.13881,462.7,0.3,21.0
0.13878000000000001,462.6,0.3,21.0
0.2313,462.6,0.5,21.0
0.18508000000000002,462.7,0.4,21.0
0.18508000000000002,462.7,0.4,21.0
0.18508000000000002,462.7,0.4,21.0
0.18508000000000002,462.7,0.4,21.0
0.18508000000000002,462.7,0.4,21.0
0.13881,462.7,0.3,21.0
0.18508000000000002,462.7,0.4,21.0
0.18508000000000002,462.7,0.4,21.0
0.18512,462.8,0.4,21.0
0.18512,462.8,0.4,21.0
0.18512,462.8,0.4,21.0
0.18512,462.8,0.4,21.0
0.18512,462.8,0.4,21.0
0.13884,462.8,0.3,21.0
0.18512,462.8,0.4,21.0
0.13884,462.8,0.3,21.0
0.09256,462.8,0.2,21.0
0.13884,462.8,0.3,21.0
0.13886999999999997,462.9,0.3,21.0
0.13884,462.8,0.3,21.0
0.13886999999999997,462.9,0.3,21.0
0.18516,462.9,0.4,21.0
0.13886999999999997,462.9,0.3,21.0
0.13886999999999997,462.9,0.3,21.0
0.13886999999999997,462.9,0.3,21.0
0.18516,462.9,0.4,21.0
0.13886999999999997,462.9,0.3,21.0
0.09258,462.9,0.2,21.0
0.13886999999999997,462.9,0.3,21.0
0.1389,463.0,0.3,21.0
0.1389,463.0,0.3,21.0
0.0926,463.0,0.2,21.0
0.1852,463.0,0.4,21.0
0.4629,462.9,1.0,21.0
1.24713,461.9,2.7,21.0
1.383,461.0,3.0,21.0
1.10664,461.1,2.4,21.0
1.06168,461.6,2.3,21.0
0.87742,461.8,1.9,21.0
0.9236,461.8,2.0,21.0
0.8777999999999999,462.0,1.9,21.0
0.6932999999999999,462.2,1.5,21.0
0.69315,462.1,1.5,21.0
0.2312,462.4,0.5,21.0
0.046310000000000004,463.1,0.1,21.0
0.046310000000000004,463.1,0.1,21.0
0.13893,463.1,0.3,21.0
0.1389,463.0,0.3,21.0
0.1389,463.0,0.3,21.0
0.2315,463.0,0.5,21.0
0.96999,461.9,2.1,21.0
0.7854,462.0,1.7,21.0
0.60099,462.3,1.3,21.0
0.5086400000000001,462.4,1.1,21.0
0.4625,462.5,1.0,21.0
0.32389,462.7,0.7,21.0
0.37032,462.9,0.8,21.0
0.32395999999999997,462.8,0.7,21.0
0.27768,462.8,0.6,21.0
0.27768,462.8,0.6,21.0
0.2315,463.0,0.5,21.0
0.18524000000000002,463.1,0.4,21.0
0.13893,463.1,0.3,21.0
0.13893,463.1,0.3,21.0
0.13893,463.1,0.3,21.0
0.18524000000000002,463.1,0.4,21.0
0.13893,463.1,0.3,21.0
0.18524000000000002,463.1,0.4,21.0
0.13893,463.1,0.3,21.0
0.13893,463.1,0.3,21.0
0.13893,463.1,0.3,21.0
0.13895999999999997,463.2,0.3,21.0
0.13895999999999997,463.2,0.3,21.0
0.13893,463.1,0.3,21.0
0.18524000000000002,463.1,0.4,21.0
0.23155,463.1,0.5,21.0
0.18524000000000002,463.1,0.4,21.0
0.23155,463.1,0.5,21.0
0.18524000000000002,463.1,0.4,21.0
0.18524000000000002,463.1,0.4,21.0
0.18528,463.2,0.4,21.0
0.18528,463.2,0.4,21.0
0.13895999999999997,463.2,0.3,21.0
0.13895999999999997,463.2,0.3,21.0
0.13895999999999997,463.2,0.3,21.0
0.13895999999999997,463.2,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.09266,463.3,0.2,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.09266,463.3,0.2,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13899,463.3,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.09268000000000001,463.4,0.2,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13901999999999998,463.4,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.0927,463.5,0.2,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.0927,463.5,0.2,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13904999999999998,463.5,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.09272000000000001,463.6,0.2,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.09272000000000001,463.6,0.2,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.18544000000000002,463.6,0.4,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.09272000000000001,463.6,0.2,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.09272000000000001,463.6,0.2,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13908,463.6,0.3,21.0
0.13910999999999998,463.7,0.3,21.0
0.13910999999999998,463.7,0.3,21.0
0.13910999999999998,463.7,0.3,21.0
0.13910999999999998,463.7,0.3,21.0
